Title,Max Players,Multiplatform,Online,Genres,Licensed,Comp_Time_Main,Review Score,Year,Publishers
Star Wars Battlefront: Renegade Squadron,1,True,True,Action,True,2.7199999999999998,73,2007,Unknown
Flash Focus: Vision Training in Minutes a Day,1,True,True,Action,True,6.0,59,2007,Nintendo
Metroid Prime 3: Corruption,1,True,True,Action,True,14.0,90,2007,Nintendo
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,1,True,True,Action,True,8.75,86,2007,Ubisoft
Madden NFL 08,4,True,True,Sports,True,17.0,76,2007,EA
Ratchet & Clank Future: Tools of Destruction,1,True,True,Action,True,13.37,89,2007,Sony
LEGO Star Wars: The Complete Saga,2,True,True,Action,True,14.0,80,2007,Unknown
Rayman Raving Rabbids 2,4,True,True,Action,True,5.0,67,2007,Ubisoft
NBA 2K8 ,1,True,True,Sports,True,4.0,81,2007,2K
Namco Museum DS,1,True,True,Action,True,10.0,67,2007,Namco
Need for Speed: ProStreet,2,True,True,Racing / Driving,True,10.0,73,2007,EA
Drawn to Life,1,True,True,Action,True,14.37,73,2007,THQ
Resident Evil: The Umbrella Chronicles,2,True,True,Action,True,7.25,75,2007,"Capcom,Nintendo"
NCAA Football 08,2,True,True,Sports,True,12.0,81,2007,EA
WWE Smackdown vs. Raw 2008,6,True,True,Sports,True,10.0,74,2007,THQ
Madden NFL 08,1,True,True,Sports,True,17.0,75,2007,EA
The Simpsons Game,1,True,True,Action,True,0.87,69,2007,EA
Ace Combat 6: Fires of Liberation,1,True,True,Action,True,13.25,80,2007,Namco
Heavenly Sword,1,True,True,Action,True,7.0,79,2007,Sony
Ninja Gaiden Sigma,1,True,True,Action,True,14.15,88,2007,Unknown
Ben 10: Protector of the Earth,1,True,True,Action,True,5.13,63,2007,Unknown
The Simpsons Game,2,True,True,Action,True,0.87,71,2007,EA
Sonic Rush Adventure,1,True,True,Action,True,6.0,78,2007,Sega
Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,72,2007,Activision
Call of Duty: Roads to Victory,1,True,True,Action,True,4.92,64,2007,Activision
Transformers: The Game,1,True,True,Action,True,5.0,52,2007,Activision
NBA 2K8,7,True,True,Sports,True,4.0,81,2007,2K
Medal of Honor: Heroes 2,1,True,True,Action,True,5.0,69,2007,EA
Spider-Man 3,1,True,True,Action,True,9.67,63,2007,Activision
Tom Clancy's Rainbow Six: Vegas,2,True,True,Action,True,9.0,86,2007,Ubisoft
Need for Speed: ProStreet,2,True,True,Racing / Driving,True,10.0,61,2007,EA
Dance Dance Revolution Universe 2,4,True,True,Action,True,8.0,65,2007,Konami
MX vs. ATV Untamed,2,True,True,Racing / Driving,True,12.0,70,2007,THQ
Final Fantasy IV,1,True,True,Role-Playing (RPG),True,31.08,85,2007,SquareEnix
The Simpsons Game,2,True,True,Action,True,0.87,64,2007,EA
WWE Smackdown vs. Raw 2008,4,True,True,Sports,True,10.0,68,2007,THQ
Tiger Woods PGA Tour 07,4,True,True,Sports,True,10.0,71,2007,EA
Crash of the Titans,1,True,True,Action,True,7.5,73,2007,Unknown
Medal of Honor: Airborne,2,True,True,Action,True,6.0,73,2007,EA
Spider-Man 3,1,True,True,Action,True,9.67,53,2007,Activision
Lost Odyssey,1,True,True,Role-Playing (RPG),True,50.0,78,2007,Microsoft
Bee Movie Game,1,True,True,Adventure,True,5.92,58,2007,Activision
Spider-Man 3,1,True,True,Action,True,9.67,79,2007,Activision
Final Fantasy Tactics,1,True,True,Role-Playing (RPG),True,38.0,88,2007,SquareEnix
Ratatouille,1,True,True,Action,True,10.0,62,2007,THQ
Two Worlds,1,True,True,Action,True,15.75,50,2007,Unknown
Crash of the Titans,2,True,True,Action,True,7.5,69,2007,Unknown
Sonic the Hedgehog,2,True,True,Action,True,2.87,46,2007,Sega
Mega Man Star Force: Dragon,1,True,True,Action,True,16.62,60,2007,Capcom
Sonic the Hedgehog,2,True,True,Action,True,2.87,43,2007,Sega
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,69,2007,EA
WWE Smackdown vs. Raw 2008,4,True,True,Sports,True,10.0,59,2007,THQ
The Simpsons Game,2,True,True,Action,True,0.87,71,2007,EA
DiRT,1,True,True,Racing / Driving,True,12.88,83,2007,Unknown
Kane & Lynch: Dead Men,2,True,True,Action,True,6.0,65,2007,Eidos
Jam Sessions,1,True,True,Educational,True,0.25,72,2007,Ubisoft
Monster Hunter Freedom 2,1,True,True,Action,True,38.0,72,2007,Capcom
Shadowrun,1,True,True,Action,True,20.0,66,2007,Microsoft
Thrillville: Off the Rails,4,True,True,Simulation,True,8.5,70,2007,Unknown
Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,73,2007,Activision
The World Ends With You,1,True,True,Action,True,25.0,88,2007,SquareEnix
The BIGS,4,True,True,Action,True,0.53,66,2007,2K
NCAA Football 08,2,True,True,Sports,True,12.0,77,2007,EA
Final Fantasy Tactics A2: Grimoire of the Rift,1,True,True,Role-Playing (RPG),True,50.0,80,2007,SquareEnix
Beowulf: The Game,1,True,True,Action,True,10.5,51,2007,Ubisoft
The Darkness,1,True,True,Action,True,9.5,82,2007,2K
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,4,True,True,Action,True,8.75,84,2007,Ubisoft
Final Fantasy,1,True,True,Role-Playing (RPG),True,16.95,67,2007,SquareEnix
Lair,1,True,True,Action,True,8.97,53,2007,Sony
Transformers: The Game,1,True,True,Action,True,5.0,53,2007,Activision
Command & Conquer 3: Tiberium Wars,1,True,True,Strategy,True,24.0,82,2007,EA
Overlord,1,True,True,Action,True,18.3,76,2007,Unknown
Diner Dash,1,True,True,Action,True,4.3,64,2007,Unknown
Medal of Honor: Heroes 2,1,True,True,Action,True,5.0,73,2007,EA
MX vs. ATV Untamed,2,True,True,Racing / Driving,True,12.0,67,2007,THQ
Time Crisis 4,2,True,True,Action,True,1.0,60,2007,Namco
Dragon Ball Z: Budokai Tenkaichi 3,2,True,True,Action,True,12.0,72,2007,Atari
Final Fantasy XII: Revenant Wings,1,True,True,Role-Playing (RPG),True,30.1,81,2007,SquareEnix
Unreal Tournament III,1,True,True,Action,True,10.5,86,2007,Midway
Bee Movie Game,2,True,True,Action,True,5.92,62,2007,Activision
Def Jam: Icon,2,True,True,Action,True,8.0,69,2007,EA
Transformers: The Game,1,True,True,Action,True,5.0,54,2007,Activision
TimeShift,1,True,True,Action,True,8.4,70,2007,Unknown
SSX Blur,4,True,True,Sports,True,10.0,74,2007,EA
Bleach: The Blade of Fate,1,True,True,Action,True,5.0,83,2007,Sega
Final Fantasy II,1,True,True,Role-Playing (RPG),True,25.0,63,2007,SquareEnix
Virtua Fighter 5,2,True,True,Action,True,1.17,85,2007,Sega
NiGHTS: Journey of Dreams,2,True,True,Action,True,6.0,69,2007,Sega
Puzzle Quest: Challenge of the Warlords,1,True,True,Role-Playing (RPG),True,35.0,82,2007,Unknown
Kane & Lynch: Dead Men,2,True,True,Action,True,6.0,64,2007,Eidos
Crash of the Titans,2,True,True,Action,True,7.5,65,2007,Unknown
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,51,2007,EA
SimCity DS,1,True,True,Simulation,True,3.0,69,2007,EA
Wario: Master of Disguise,1,True,True,Action,True,9.0,60,2007,Nintendo
No More Heroes,1,True,True,Action,True,10.0,83,2007,Ubisoft
BlackSite: Area 51,1,True,True,Action,True,5.53,62,2007,Midway
Shrek the Third,2,True,True,Action,True,4.0,56,2007,Activision
Shrek the Third,1,True,True,Adventure,True,4.0,70,2007,Activision
Surf's Up,1,True,True,Racing / Driving,True,1.28,56,2007,Ubisoft
TMNT,1,True,True,Action,True,4.75,58,2007,Ubisoft
Spider-Man: Friend or Foe,2,True,True,Action,True,8.0,60,2007,Activision
Contra 4,1,True,True,Action,True,2.12,83,2007,Konami
Phoenix Wright: Ace Attorney - Trials and Tribu...,1,True,True,Adventure,True,20.0,81,2007,Capcom
Disney Pirates of the Caribbean: At World's End,1,True,True,Action,True,5.92,66,2007,Disney
Dragon Ball Z: Shin Budokai - Another Road,1,True,True,Action,True,8.0,65,2007,"Atari,Namco"
Spider-Man 3,1,True,True,Action,True,9.67,60,2007,Activision
The Golden Compass,1,True,True,Action,True,6.98,41,2007,Sega
Stuntman: Ignition,4,True,True,Action,True,5.27,75,2007,THQ
Chicken Shoot,2,True,True,Action,True,0.75,27,2007,Unknown
Shrek the Third,2,True,True,Action,True,4.0,57,2007,Activision
DK: Jungle Climber,1,True,True,Action,True,5.15,77,2007,Nintendo
Dragon Quest IV: Chapters of the Chosen,1,True,True,Role-Playing (RPG),True,26.65,80,2007,SquareEnix
300: March to Glory,1,True,True,Action,True,7.4,55,2007,Eidos
Fire Emblem: Radiant Dawn,1,True,True,Role-Playing (RPG),True,42.0,78,2007,Nintendo
The Golden Compass,1,True,True,Action,True,6.98,35,2007,Sega
Manhunt 2,1,True,True,Action,True,8.57,62,2007,Rockstar
Virtua Tennis 3,4,True,True,Sports,True,17.0,80,2007,Sega
All-Pro Football 2K8,4,True,True,Sports,True,12.0,75,2007,2K
The Warriors,1,True,True,Action,True,10.27,52,2007,Rockstar
Ghost Rider,4,True,True,Action,True,5.15,49,2007,2K
Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,57,2007,Activision
Juiced 2: Hot Import Nights,2,True,True,Racing / Driving,True,15.0,68,2007,THQ
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,72,2007,THQ
The Simpsons Game,1,True,True,Action,True,0.87,59,2007,EA
Syphon Filter: Logan's Shadow,1,True,True,Action,True,11.0,85,2007,Sony
Ratatouille,4,True,True,Action,True,10.0,56,2007,THQ
Trauma Center: New Blood,2,True,True,Action,True,12.0,77,2007,Nintendo
Hotel Dusk: Room 215,1,True,True,Adventure,True,15.0,78,2007,Nintendo
Mega Man ZX Advent,1,True,True,Action,True,6.75,78,2007,Capcom
Silent Hill: 0rigins,1,True,True,Action,True,6.0,78,2007,Konami
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,68,2007,EA
NHL 08 ,1,True,True,Sports,True,17.5,85,2007,EA
Castlevania: The Dracula X Chronicles,2,True,True,Action,True,7.0,80,2007,Konami
Tony Hawk's Proving Ground,1,True,True,Sports,True,8.13,39,2007,Activision
Jeanne d'Arc,1,True,True,Role-Playing (RPG),True,30.92,87,2007,Sony
BWii: Battalion Wars 2,1,True,True,Action,True,9.72,75,2007,Nintendo
Battlestations: Midway,1,True,True,Action,True,8.85,73,2007,Eidos
Touch the Dead,1,True,True,Action,True,4.65,56,2007,Unknown
The Darkness,1,True,True,Action,True,9.5,80,2007,2K
The BIGS,4,True,True,Action,True,0.53,79,2007,2K
Armored Core 4,2,True,True,Action,True,23.0,65,2007,Sega
Etrian Odyssey,1,True,True,Role-Playing (RPG),True,50.0,75,2007,Nintendo
Ben 10: Protector of the Earth,1,True,True,Action,True,5.13,60,2007,Unknown
Tom Clancy's Splinter Cell: Double Agent,1,True,True,Action,True,11.0,78,2007,Ubisoft
Looney Tunes: Acme Arsenal,1,True,True,Action,True,3.15,27,2007,Unknown
Zack & Wiki: Quest for Barbaros' Treasure,1,True,True,Adventure,True,14.08,87,2007,Capcom
Virtua Fighter 5,2,True,True,Action,True,1.17,89,2007,Sega
Lunar Knights,1,True,True,Action,True,12.0,82,2007,Konami
Enchanted Arms,1,True,True,Role-Playing (RPG),True,21.83,64,2007,Ubisoft
F.E.A.R.: First Encounter Assault Recon,1,True,True,Action,True,8.42,72,2007,Unknown
Folklore,1,True,True,Action,True,13.1,75,2007,Sony
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,71,2007,THQ
The Elder Scrolls IV: Shivering Isles,1,True,True,Action,True,10.0,86,2007,Unknown
NHL 08,7,True,True,Sports,True,17.5,86,2007,EA
Rayman Raving Rabbids,4,True,True,Action,True,6.0,67,2007,Ubisoft
Warriors Orochi,2,True,True,Action,True,10.25,53,2007,Unknown
Luminous Arc,1,True,True,Role-Playing (RPG),True,21.75,70,2007,Unknown
Picross DS,1,True,True,Strategy,True,38.35,83,2007,Nintendo
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,67,2007,EA
The BIGS,4,True,True,Action,True,0.53,80,2007,2K
Stuntman: Ignition,4,True,True,Action,True,5.27,76,2007,THQ
Mortal Kombat: Armageddon,4,True,True,Action,True,8.0,71,2007,Midway
Def Jam: Icon,2,True,True,Action,True,8.0,68,2007,EA
Soulcalibur Legends,2,True,True,Action,True,10.48,52,2007,Namco
Surf's Up,2,True,True,Sports,True,1.28,64,2007,Ubisoft
Planet Puzzle League,1,True,True,Strategy,True,0.32,86,2007,Nintendo
DiRT,1,True,True,Racing / Driving,True,12.88,83,2007,Unknown
TMNT,1,True,True,Action,True,4.75,60,2007,Ubisoft
Soldier of Fortune: Payback,1,True,True,Action,True,3.0,50,2007,Activision
Dynasty Warriors: Gundam,2,True,True,Action,True,37.07,60,2007,Namco
Disney Pirates of the Caribbean: At World's End,2,True,True,Action,True,5.92,55,2007,Disney
Bee Movie Game,2,True,True,Action,True,5.92,71,2007,Activision
Dynasty Warriors: Gundam,2,True,True,Action,True,37.07,55,2007,Namco
Golden Axe,2,True,True,Action,True,0.75,45,2007,Sega
Dementium: The Ward,1,True,True,Action,True,4.0,72,2007,Unknown
Rondo of Swords,1,True,True,Role-Playing (RPG),True,17.35,69,2007,Unknown
Disgaea: Afternoon of Darkness,1,True,True,Role-Playing (RPG),True,40.8,87,2007,Unknown
Dragon Quest Swords: The Masked Queen and the T...,1,True,True,Action,True,8.5,65,2007,SquareEnix
Call of Juarez,1,True,True,Action,True,8.0,71,2007,Ubisoft
Eternal Sonata,1,True,True,Role-Playing (RPG),True,30.0,79,2007,Namco
Kingdom Under Fire: Circle of Doom,1,True,True,Action,True,9.0,55,2007,Microsoft
Vampire Rain,1,True,True,Action,True,10.5,38,2007,Microsoft
All-Pro Football 2K8,6,True,True,Sports,True,12.0,73,2007,2K
Conan,1,True,True,Action,True,6.0,69,2007,THQ
Conan,1,True,True,Action,True,6.0,69,2007,THQ
Spider-Man: Friend or Foe,2,True,True,Action,True,8.0,59,2007,Activision
Thrillville: Off the Rails,4,True,True,Simulation,True,8.5,73,2007,Unknown
Geometry Wars: Galaxies,1,True,True,Action,True,10.0,79,2007,Unknown
Rayman Raving Rabbids,1,True,True,Action,True,6.0,56,2007,Ubisoft
Beowulf: The Game,1,True,True,Action,True,10.5,51,2007,Ubisoft
The Golden Compass,1,True,True,Action,True,6.98,40,2007,Sega
Scarface: The World is Yours,1,True,True,Action,True,17.13,71,2007,Unknown
Geometry Wars: Galaxies,2,True,True,Action,True,10.0,80,2007,Unknown
Final Fantasy: Crystal Chronicles - Echoes of Time,1,True,True,Action,True,15.7,75,2007,SquareEnix
MX vs. ATV Untamed,1,True,True,Racing / Driving,True,12.0,61,2007,THQ
WWE SmackDown vs. Raw 2008,1,True,True,Sports,True,10.0,61,2007,THQ
The BIGS,1,True,True,Action,True,0.53,72,2007,2K
Brave Story: New Traveler,1,True,True,Role-Playing (RPG),True,23.83,76,2007,Unknown
WipEout Pulse,1,True,True,Action,True,7.0,82,2007,Sony
TimeShift,1,True,True,Action,True,8.4,70,2007,Unknown
Beautiful Katamari,1,True,True,Action,True,6.0,73,2007,Namco
Hour of Victory,1,True,True,Action,True,5.32,37,2007,Midway
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,47,2007,2K
7 Wonders of the Ancient World,1,True,True,Strategy,True,4.85,60,2007,Unknown
Draglade,1,True,True,Action,True,4.07,71,2007,Unknown
Final Fantasy Fables: Chocobo Tales,1,True,True,Action,True,9.38,75,2007,SquareEnix
The Golden Compass,1,True,True,Action,True,6.98,28,2007,Sega
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,52,2007,EA
Surf's Up,4,True,True,Sports,True,1.28,61,2007,Ubisoft
Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,True,10.0,72,2007,Ubisoft
The Settlers,1,True,True,Strategy,True,3.75,39,2007,Ubisoft
Shrek the Third,1,True,True,Action,True,4.0,57,2007,Activision
Ratatouille,1,True,True,Action,True,10.0,55,2007,THQ
Soldier of Fortune: Payback,1,True,True,Action,True,3.0,50,2007,Activision
Heatseeker,1,True,True,Action,True,9.75,62,2007,Unknown
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,45,2007,2K
Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,True,10.0,70,2007,Ubisoft
Cake Mania,1,True,True,Action,True,5.33,55,2007,Unknown
Touch Detective 2 1/2,1,True,True,Adventure,True,5.65,67,2007,Unknown
7 Wonders of the Ancient World,1,True,True,Strategy,True,4.85,51,2007,Unknown
Crush,1,True,True,Action,True,5.8,83,2007,Sega
Test Drive Unlimited,1,True,True,Racing / Driving,True,30.0,80,2007,Atari
Thrillville: Off the Rails,1,True,True,Simulation,True,8.5,72,2007,Unknown
Looney Tunes: Acme Arsenal,4,True,True,Action,True,3.15,40,2007,Unknown
Worms: Open Warfare 2,1,True,True,Action,True,8.25,81,2007,THQ
Alien Syndrome,1,True,True,Action,True,3.05,51,2007,Sega
BlackSite: Area 51,1,True,True,Action,True,5.53,56,2007,Midway
Code Lyoko: Quest for Infinity,1,True,True,Action,True,5.8,58,2007,Unknown
FlatOut: Ultimate Carnage,1,True,True,Racing / Driving,True,14.5,80,2007,Unknown
Zoids Assault,1,True,True,Role-Playing (RPG),True,11.0,46,2007,Unknown
Alien Syndrome,4,True,True,Action,True,3.05,48,2007,Sega
Heroes of Mana,1,True,True,Strategy,True,17.03,66,2007,SquareEnix
Myst,1,True,True,Adventure,True,6.07,43,2007,Midway
Coded Arms: Contagion,1,True,True,Action,True,10.0,56,2007,Konami
F.E.A.R. Files,1,True,True,Action,True,10.0,66,2007,Unknown
Ontamarama,1,True,True,Action,True,1.0,71,2007,Unknown
Retro Game Challenge,1,True,True,Action,True,9.75,77,2007,Namco
Ultimate Mortal Kombat 3,1,True,True,Action,True,1.0,73,2007,Midway
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,73,2007,THQ
Pursuit Force: Extreme Justice,1,True,True,Action,True,8.0,73,2007,Sony
Medal of Honor: Vanguard,1,True,True,Action,True,3.63,56,2007,EA
Worms: Open Warfare 2,4,True,True,Action,True,8.25,80,2007,THQ
Surf's Up,4,True,True,Sports,True,1.28,59,2007,Ubisoft
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,39,2007,2K
Brothers in Arms DS,1,True,True,Action,True,5.0,72,2007,Ubisoft
Fantastic Four: Rise of the Silver Surfer,1,True,True,Action,True,5.75,35,2007,2K
Heatseeker,1,True,True,Action,True,9.75,49,2007,Unknown
Manhunt 2,1,True,True,Action,True,8.57,69,2007,Rockstar
Escape from Bug Island,1,True,True,Action,True,5.38,37,2007,Eidos
Cabela's Big Game Hunter,1,True,True,Simulation,True,4.0,51,2007,Activision
Guilty Gear XX ? Core,2,True,True,Action,True,2.0,75,2007,Unknown
Code Lyoko,1,True,True,Action,True,6.52,63,2007,Unknown
Orcs & Elves,1,True,True,Action,True,4.67,68,2007,EA
Dead Head Fred,1,True,True,Action,True,8.0,75,2007,Unknown
Hot Pixel,1,True,True,Action,True,0.45,55,2007,Atari
The Legend of Heroes III: Song of the Ocean,1,True,True,Role-Playing (RPG),True,35.0,58,2007,Namco
Bionicle Heroes,1,True,True,Action,True,9.75,52,2007,Eidos
Burnout Dominator,4,True,True,Action,True,14.0,76,2007,EA
Samurai Warriors 2: Empires,2,True,True,Action,True,8.0,53,2007,Unknown
Dragoneer's Aria,1,True,True,Role-Playing (RPG),True,37.63,56,2007,Unknown
R-Type Command,1,True,True,Strategy,True,24.37,69,2007,Unknown
Virtua Tennis 3,1,True,True,Sports,True,17.0,79,2007,Sega
Virtua Tennis 3,4,True,True,Sports,True,17.0,80,2007,Sega
Front Mission,1,True,True,Strategy,True,20.3,72,2007,SquareEnix
Nervous Brickdown,1,True,True,Action,True,8.0,70,2007,Unknown
Puzzle Quest: Challenge of the Warlords,1,True,True,Role-Playing (RPG),True,35.0,84,2007,Unknown
Driver: Parallel Lines,1,True,True,Action,True,10.6,59,2007,Ubisoft
Mario Kart Wii,4,True,True,Racing / Driving,True,5.0,82,2008,Nintendo
Grand Theft Auto IV,1,True,True,Action,True,28.0,98,2008,Rockstar
Super Smash Bros.: Brawl,6,True,True,Action,True,10.0,93,2008,Nintendo
Call of Duty: World at War,4,True,True,Action,True,8.0,84,2008,Activision
Grand Theft Auto IV,1,True,True,Action,True,28.0,98,2008,Rockstar
Gears of War 2,2,True,True,Action,True,10.0,93,2008,Microsoft
Pokmon: Platinum Version,1,True,True,Adventure,True,35.0,83,2008,Nintendo
Metal Gear Solid 4: Guns of the Patriots,1,True,True,Action,True,18.17,94,2008,Konami
Fable II,1,True,True,Role-Playing (RPG),True,12.0,89,2008,Microsoft
Call of Duty: World at War,4,True,True,Action,True,8.0,85,2008,Activision
Guitar Hero: World Tour,4,True,True,Action,True,8.0,86,2008,Activision
LittleBigPlanet,4,True,True,Action,True,9.0,95,2008,Sony
Fallout 3,1,True,True,Action,True,22.0,93,2008,Unknown
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,77,2008,Unknown
Left 4 Dead,2,True,True,Action,True,6.52,89,2008,Unknown
Madden NFL 09,4,True,True,Sports,True,10.0,83,2008,EA
Kung Fu Panda,4,True,True,Action,True,5.0,75,2008,Activision
Rock Band 2,4,True,True,Action,True,9.0,92,2008,Unknown
Sega Superstars Tennis,4,True,True,Sports,True,8.0,67,2008,Sega
Guitar Hero: World Tour,4,True,True,Action,True,8.0,85,2008,Activision
Animal Crossing: City Folk,1,True,True,Simulation,True,62.0,73,2008,Nintendo
Mario & Sonic at the Olympic Games,1,True,True,Action,True,7.0,70,2008,"Nintendo,Sega"
Madden NFL 09,4,True,True,Sports,True,10.0,85,2008,EA
LEGO Batman: The Videogame,2,True,True,Action,True,9.43,76,2008,Unknown
Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,True,9.0,82,2008,Ubisoft
Kirby Super Star Ultra,1,True,True,Action,True,4.75,76,2008,Nintendo
Star Wars: The Force Unleashed,1,True,True,Action,True,5.0,73,2008,Unknown
God of War: Chains of Olympus,1,True,True,Action,True,5.47,91,2008,Sony
Fallout 3,1,True,True,Action,True,22.0,90,2008,Unknown
Pure,1,True,True,Racing / Driving,True,8.5,85,2008,Disney
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,78,2008,Unknown
Rock Band,2,True,True,Action,True,7.75,92,2008,Unknown
LEGO Batman: The Videogame,1,True,True,Action,True,9.43,72,2008,Unknown
Saints Row 2,1,True,True,Action,True,20.0,81,2008,THQ
LEGO Batman: The Videogame,2,True,True,Action,True,9.43,74,2008,Unknown
Call of Duty: World at War,2,True,True,Action,True,8.0,83,2008,Activision
Midnight Club: Los Angeles,1,True,True,Racing / Driving,True,23.62,81,2008,Rockstar
Mortal Kombat vs. DC Universe,2,True,True,Action,True,3.0,76,2008,Midway
Army of Two,2,True,True,Action,True,6.72,72,2008,EA
Resistance 2,2,True,True,Action,True,10.0,87,2008,Sony
Rock Band 2,1,True,True,Action,True,9.0,91,2008,Unknown
Midnight Club: Los Angeles,1,True,True,Racing / Driving,True,23.62,82,2008,Rockstar
Sonic Unleashed,1,True,True,Action,True,13.0,66,2008,Sega
Guitar Hero: World Tour,4,True,True,Action,True,8.0,84,2008,Activision
Guitar Hero: Aerosmith,1,True,True,Action,True,4.93,73,2008,Activision
Star Wars: The Force Unleashed,2,True,True,Action,True,5.0,71,2008,Unknown
Burnout Paradise,1,True,True,Action,True,14.0,87,2008,EA
Pokmon Ranger: Shadows of Almia,1,True,True,Action,True,22.0,68,2008,Nintendo
Mortal Kombat vs. DC Universe,2,True,True,Action,True,3.0,72,2008,Midway
Dead Space,1,True,True,Action,True,11.37,88,2008,EA
Star Wars: The Force Unleashed,1,True,True,Action,True,5.0,71,2008,Unknown
Guitar Hero: Aerosmith,2,True,True,Action,True,4.93,70,2008,Activision
SOCOM: U.S. Navy SEALs - Confrontation,1,True,True,Action,True,10.0,63,2008,Sony
SoulCalibur IV,2,True,True,Action,True,2.25,85,2008,Namco
Battlefield: Bad Company,1,True,True,Action,True,6.73,83,2008,EA
Saints Row 2,1,True,True,Action,True,20.0,82,2008,THQ
Guitar Hero: On Tour - Decades,1,True,True,Action,True,1.83,72,2008,Activision
Devil May Cry 4,1,True,True,Action,True,11.0,84,2008,Capcom
Mystery Case Files: MillionHeir,1,True,True,Adventure,True,8.58,65,2008,Nintendo
Battlefield: Bad Company,1,True,True,Action,True,6.73,84,2008,EA
Army of Two,2,True,True,Action,True,6.72,74,2008,EA
The House of the Dead 2 & 3 Return,2,True,True,Action,True,2.0,66,2008,Sega
Far Cry 2,1,True,True,Action,True,17.0,85,2008,Ubisoft
Boom Blox,4,True,True,Action,True,4.0,85,2008,EA
Madden NFL 09,4,True,True,Sports,True,10.0,68,2008,EA
MLB 08: The Show,2,True,True,Sports,True,10.0,85,2008,Sony
Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,True,9.0,81,2008,Ubisoft
Mercenaries 2: World in Flames,1,True,True,Action,True,18.0,72,2008,EA
Need for Speed: Undercover,1,True,True,Racing / Driving,True,11.0,64,2008,EA
Guitar Hero: Aerosmith,2,True,True,Action,True,4.93,70,2008,Activision
SoulCalibur IV,2,True,True,Action,True,2.25,85,2008,"Namco,Ubisoft"
Valkyria Chronicles,1,True,True,Action,True,31.1,86,2008,Sega
Harvest Moon: Tree of Tranquility,1,True,True,Role-Playing (RPG),True,29.58,65,2008,Unknown
Star Wars: The Clone Wars - Jedi Alliance,1,True,True,Action,True,5.0,68,2008,Unknown
Need for Speed: Undercover,1,True,True,Racing / Driving,True,11.0,59,2008,EA
Wario Land: Shake It!,1,True,True,Action,True,6.0,78,2008,Nintendo
Kung Fu Panda,1,True,True,Action,True,5.0,71,2008,Activision
Devil May Cry 4,1,True,True,Action,True,11.0,84,2008,Capcom
Tom Clancy's EndWar,1,True,True,Strategy,True,8.87,77,2008,Ubisoft
LEGO Batman: The Videogame,1,True,True,Action,True,9.43,73,2008,Unknown
BioShock,1,True,True,Action,True,12.0,94,2008,2K
Bully: Scholarship Edition,1,True,True,Action,True,13.2,80,2008,Rockstar
Prince of Persia,1,True,True,Action,True,11.83,81,2008,Ubisoft
Kung Fu Panda,4,True,True,Action,True,5.0,70,2008,Activision
Sonic Chronicles: The Dark Brotherhood,1,True,True,Action,True,12.0,74,2008,Sega
Chrono Trigger,2,True,True,Role-Playing (RPG),True,23.0,92,2008,SquareEnix
Tomb Raider: Underworld,1,True,True,Action,True,10.0,76,2008,Eidos
The Legendary Starfy,1,True,True,Action,True,8.5,75,2008,Nintendo
Mirror's Edge,1,True,True,Action,True,6.0,79,2008,EA
Haze,2,True,True,Action,True,6.92,55,2008,Ubisoft
Dissidia: Final Fantasy,1,True,True,Action,True,30.0,79,2008,SquareEnix
Sid Meier's Civilization: Revolution,1,True,True,Strategy,True,3.87,84,2008,2K
Wall-E,4,True,True,Action,True,6.72,51,2008,THQ
Prince of Persia,1,True,True,Action,True,11.83,85,2008,Ubisoft
NHL 09 ,1,True,True,Sports,True,20.0,88,2008,EA
Brothers in Arms: Hell's Highway,1,True,True,Action,True,8.0,76,2008,Ubisoft
Turok,1,True,True,Action,True,7.0,69,2008,Unknown
Iron Man,1,True,True,Action,True,4.37,44,2008,Sega
De Blob,4,True,True,Action,True,8.42,82,2008,THQ
Sonic Riders: Zero Gravity,4,True,True,Racing / Driving,True,3.07,56,2008,Sega
Rhythm Heaven,1,True,True,Action,True,4.45,83,2008,Nintendo
