Title,Handheld,Max Players,Multiplatform,Online,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release,Year,All_Average,All_Leisure,All_Median,Length.All_Polled,All_Rushed,Comp_Average,Comp_Leisure,Comp_Median,Comp_Polled,Comp_Rushed,MainExtra_Average,MainExtra_Leisure,MainExtra_Median,MainExtra_Polled,MainExtra_Rushed,Main_Average,Main_Leisure,Main_Median,Main_Polled,Main_Rushed
Dragon Quest Monsters: Joker,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,75,0.24,14.95,Nintendo DS,T,True,2006,37.97,62.03,37.65,14,25.03,63.63,74.95,63.63,2,52.32,30.03,37.47,35.83,3,22.6,34.9,39.55,37.3,9,30.42
Pirates of the Caribbean: Dead Man's Chest,True,1,True,True,Action,True,Unknown,True,63,0.24,11.95,Nintendo DS,E,True,2006,2.68,3.17,2.5,4,2.28,3.75,3.75,3.75,1,3.75,2.83,2.83,2.83,1,2.83,2.08,2.12,2.08,2,2.03
NFL Street 3,True,1,True,True,"Action,Sports",True,EA,True,68,0.24,14.95,Sony PSP,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Syphon Filter: Dark Mirror,True,1,True,True,Action,True,Sony,True,87,0.24,12.95,Sony PSP,M,True,2006,8.47,11.43,7.28,8,6.68,15.0,15.0,15.0,1,15.0,9.25,10.08,9.25,2,8.42,6.85,7.33,7.0,5,6.2
NBA 07,True,4,True,True,Sports,True,Sony,True,63,0.23,6.95,PlayStation 3,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Ridge Racer 7,True,2,True,True,Racing / Driving,True,"Namco,Sony",True,78,0.23,19.95,PlayStation 3,E,True,2006,21.25,33.43,12.5,4,13.43,50.0,50.0,50.0,1,50.0,15.0,15.0,15.0,1,15.0,10.0,10.0,10.0,2,10.0
The Outfit,True,2,True,True,Action,True,THQ,True,70,0.23,14.95,X360,E,True,2006,7.87,7.93,7.87,2,7.8,0.0,0.0,0.0,0,0.0,7.75,7.75,7.75,1,7.75,8.0,8.0,8.0,1,8.0
Elebits,True,4,True,True,Action,True,Konami,True,75,0.22,14.95,Nintendo Wii,T,True,2006,8.02,9.25,9.0,5,6.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.02,9.25,9.0,5,6.3
Tony Hawk's Downhill Jam,True,1,True,True,"Racing / Driving,Sports",True,Activision,True,76,0.22,14.95,Nintendo DS,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,57,0.21,17.95,Sony PSP,T,True,2006,27.7,31.55,27.7,2,23.85,0.0,0.0,0.0,0,0.0,27.7,31.55,27.7,2,23.85,0.0,0.0,0.0,0,0.0
Tiger Woods PGA Tour 07,True,1,True,True,Sports,True,EA,True,78,0.21,12.95,Sony PSP,E,True,2006,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Thrillville,True,1,True,True,"Simulation,Strategy",True,Atari,True,72,0.2,14.95,Sony PSP,E,True,2006,8.23,8.23,8.23,1,8.23,0.0,0.0,0.0,0,0.0,8.23,8.23,8.23,1,8.23,0.0,0.0,0.0,0,0.0
The Godfather: The Game,True,1,True,True,Action,True,EA,True,77,0.2,17.95,X360,T,True,2006,21.15,31.28,20.0,42,12.45,27.57,33.63,29.0,11,17.42,23.77,32.7,23.07,17,17.15,12.93,15.48,15.0,14,9.15
Rampage: Total Destruction,True,4,True,True,Action,True,Midway,True,46,0.19,16.95,Nintendo Wii,E,True,2006,5.0,5.0,5.0,1,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,1,5.0
College Hoops 2K7,True,4,True,True,Sports,True,2K,True,82,0.19,6.95,X360,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Far Cry: Instincts - Predator,True,4,True,True,Action,True,Ubisoft,True,78,0.19,17.95,X360,E,True,2006,18.77,23.42,17.92,7,16.33,20.0,20.0,20.0,1,20.0,21.4,24.1,18.0,3,18.72,15.73,16.63,14.98,3,14.85
Full Auto,True,2,True,True,"Action,Racing / Driving",True,Sega,True,70,0.19,16.95,X360,E,True,2006,5.0,5.0,5.0,1,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,1,5.0
Age of Empires: The Age of Kings,True,1,True,True,Strategy,True,Unknown,True,80,0.19,17.95,Nintendo DS,T,True,2006,57.85,156.95,50.0,38,32.78,62.42,83.1,70.0,9,39.1,75.93,164.23,61.0,10,40.07,46.15,73.03,46.0,19,29.03
Need for Speed: Carbon - Own the City,True,1,True,True,"Action,Racing / Driving",True,EA,True,70,0.19,14.95,Nintendo DS,T,True,2006,18.03,19.18,18.03,2,16.87,20.35,20.35,20.35,1,20.35,0.0,0.0,0.0,0,0.0,15.72,15.72,15.72,1,15.72
Brothers in Arms: D-Day,True,1,True,True,Action,True,Ubisoft,True,65,0.19,6.95,Sony PSP,T,True,2006,8.0,8.0,8.0,2,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,2,8.0
Family Guy Video Game!,True,1,True,True,Action,True,2K,True,51,0.19,19.95,Sony PSP,M,True,2006,6.1,7.48,5.88,5,4.98,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6.1,7.48,5.88,5,4.98
Superman Returns,True,1,True,True,Action,True,EA,True,51,0.19,7.95,X360,E,True,2006,18.77,22.68,22.0,5,13.68,21.72,23.55,22.5,4,19.48,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0
Over G Fighters,True,2,True,True,Simulation,True,Ubisoft,True,49,0.18,17.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Final Fantasy XI Online,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,66,0.18,4.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Mystery Dungeon: Shiren the Wanderer,True,1,True,True,"Action,Role-Playing (RPG)",True,Sega,True,69,0.17,17.95,Nintendo DS,T,True,2006,33.0,38.5,33.0,2,27.5,44.0,44.0,44.0,1,44.0,0.0,0.0,0.0,0,0.0,22.0,22.0,22.0,1,22.0
Phoenix Wright: Ace Attorney - Justice for All,True,1,True,True,"Adventure,Simulation",True,Capcom,True,76,0.17,13.95,Nintendo DS,E,True,2006,18.83,30.77,18.3,136,13.28,19.73,27.37,19.78,58,13.87,20.73,26.82,19.92,11,17.65,17.75,30.28,17.5,67,13.65
Justice League Heroes,True,1,True,True,Action,True,Unknown,True,72,0.17,17.95,Sony PSP,M,True,2006,10.37,14.38,5.0,3,6.33,21.1,21.1,21.1,1,21.1,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,2,5.0
Valhalla Knights,True,1,True,True,"Action,Role-Playing (RPG)",True,Unknown,True,53,0.17,16.95,Sony PSP,T,True,2006,100.0,100.0,100.0,1,100.0,0.0,0.0,0.0,0,0.0,100.0,100.0,100.0,1,100.0,0.0,0.0,0.0,0,0.0
Genji: Days of the Blade,True,1,True,True,"Action,Role-Playing (RPG)",True,Sony,True,55,0.17,14.95,PlayStation 3,T,True,2006,13.33,18.07,12.0,10,10.83,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,13.33,18.07,12.0,10,10.83
Top Spin 2,True,4,True,True,Sports,True,2K,True,75,0.16,12.95,X360,T,True,2006,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Field Commander,True,2,True,True,Strategy,True,"Sony,Ubisoft",True,77,0.16,14.95,Sony PSP,T,True,2006,13.88,14.43,13.88,2,13.32,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,13.88,14.43,13.88,2,13.32
Children of Mana,True,1,True,True,"Action,Role-Playing (RPG)",True,"Nintendo,SquareEnix",True,65,0.16,16.95,Nintendo DS,E,True,2006,22.55,35.83,22.12,29,16.58,27.95,31.08,28.93,5,25.75,24.12,36.58,23.55,14,17.33,17.68,24.43,15.0,10,14.17
Valkyrie Profile: Lenneth,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,0.16,22.95,Sony PSP,E,True,2006,37.5,67.97,34.38,31,28.98,48.77,72.22,40.12,6,39.42,36.83,42.47,35.07,11,30.93,33.18,44.28,29.98,14,26.8
Monster House,True,1,True,True,Action,True,THQ,True,62,0.15,14.95,Nintendo DS,M,True,2006,6.67,6.67,6.67,1,6.67,6.67,6.67,6.67,1,6.67,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,69,0.15,17.95,X360,E,True,2006,43.28,70.82,40.0,51,29.82,52.4,74.95,47.45,22,34.37,43.65,71.67,43.03,19,30.83,22.48,25.27,21.83,10,20.07
NHL 07,True,4,True,True,Sports,True,EA,True,76,0.14,12.95,Sony PSP,M,True,2006,9.0,9.5,9.0,2,8.5,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Bust-a-Move Deluxe,True,2,True,True,Strategy,True,Unknown,True,73,0.14,14.95,Sony PSP,M,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Full Auto 2: Battlelines,True,2,True,True,"Action,Racing / Driving",True,Sega,True,67,0.14,14.95,PlayStation 3,T,True,2006,10.03,11.15,9.58,4,9.15,12.5,12.5,12.5,1,12.5,10.18,10.18,10.18,1,10.18,8.75,8.87,8.75,2,8.62
Blitz: The League,True,2,True,True,Sports,True,Midway,True,69,0.14,14.95,X360,T,True,2006,15.0,15.0,15.0,1,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,15.0,15.0,15.0,1,15.0
Star Trek Legacy,True,2,True,True,"Action,Strategy",True,Ubisoft,True,64,0.14,24.95,X360,E,True,2006,9.03,10.1,9.0,5,7.5,9.0,9.0,9.0,1,9.0,8.0,8.0,8.0,1,8.0,9.4,10.7,11.0,3,8.1
Eragon,True,1,True,True,"Action,Role-Playing (RPG)",True,Unknown,True,63,0.14,16.95,Nintendo DS,E,True,2006,8.83,12.7,8.0,11,5.58,11.67,13.92,10.0,6,9.42,0.0,0.0,0.0,0,0.0,5.43,6.35,6.0,5,4.23
Master of Illusion,True,1,True,True,Strategy,True,Nintendo,True,69,0.14,14.95,Nintendo DS,E,True,2006,4.1,4.52,4.1,2,3.67,4.1,4.52,4.1,2,3.67,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Mega Man ZX,True,1,True,True,Action,True,Capcom,True,76,0.14,19.95,Nintendo DS,T,True,2006,11.27,16.05,10.97,22,8.05,15.97,16.45,15.97,2,15.48,13.13,16.53,11.0,9,10.75,8.88,11.95,8.95,11,6.93
Untold Legends: The Warrior's Code,True,1,True,True,"Action,Role-Playing (RPG)",True,"Sony,Ubisoft",True,65,0.14,14.95,Sony PSP,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Super Swing Golf,True,1,True,True,Sports,True,Unknown,True,72,0.14,16.95,Nintendo Wii,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
X-Men: The Official Game,True,1,True,True,Action,True,Activision,True,52,0.14,14.95,X360,M,True,2006,11.88,14.18,12.07,8,9.95,11.32,12.13,12.25,3,10.48,12.07,14.18,11.88,3,9.95,12.5,13.25,12.5,2,11.75
Untold Legends: Dark Kingdom,True,2,True,True,"Action,Role-Playing (RPG)",True,"EA,Sony",True,58,0.13,16.95,PlayStation 3,E,True,2006,24.75,26.43,25.0,4,22.93,28.0,28.0,28.0,1,28.0,23.67,24.67,25.0,3,22.67,0.0,0.0,0.0,0,0.0
Happy Feet,True,2,True,True,Action,True,Midway,True,46,0.13,14.95,Nintendo Wii,E,True,2006,0.67,0.67,0.67,1,0.67,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.67,0.67,0.67,1,0.67
Open Season,True,1,True,True,Action,True,Ubisoft,True,72,0.13,17.95,Nintendo DS,T,True,2006,5.47,7.3,3.75,8,3.43,7.62,9.02,8.5,4,5.77,2.25,2.25,2.25,1,2.25,3.67,3.78,3.5,3,3.53
Dungeon Siege: Throne of Agony,True,1,True,True,Role-Playing (RPG),True,2K,True,74,0.13,24.95,Sony PSP,E,True,2006,17.6,18.6,16.83,5,16.83,16.83,16.83,16.83,1,16.83,18.38,19.18,18.38,2,17.58,17.22,17.6,17.22,2,16.83
LocoRoco,True,1,True,True,"Action,Strategy",True,Sony,True,83,0.13,17.95,Sony PSP,T,True,2006,8.17,18.98,6.0,40,5.05,18.67,18.67,18.67,1,18.67,13.52,21.73,11.63,12,9.68,5.4,9.13,5.0,27,4.1
Dead or Alive: Xtreme 2,True,1,True,True,"Racing / Driving,Sports",True,Unknown,True,53,0.13,14.95,X360,T,True,2006,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,2,1.0
Fuzion Frenzy 2,True,4,True,True,"Action,Sports",True,Microsoft,True,49,0.12,14.95,X360,T,True,2006,4.37,6.52,3.75,4,2.52,9.0,9.0,9.0,1,9.0,5.0,5.0,5.0,1,5.0,1.75,2.12,1.75,2,1.37
MotoGP '06,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,80,0.12,14.95,X360,M,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Lumines II,True,2,True,True,Strategy,True,Unknown,True,81,0.12,14.95,Sony PSP,E,True,2006,14.5,14.75,14.5,2,14.25,0.0,0.0,0.0,0,0.0,14.0,14.0,14.0,1,14.0,15.0,15.0,15.0,1,15.0
Major League Baseball 2K6,True,1,True,True,Sports,True,2K,True,69,0.12,4.95,Sony PSP,M,True,2006,7.65,9.9,8.0,3,5.4,7.65,9.9,8.0,3,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Star Wars: Lethal Alliance,True,1,True,True,Action,True,Ubisoft,True,61,0.12,17.95,Sony PSP,T,True,2006,5.67,6.22,5.0,5,5.17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.67,6.22,5.0,5,5.17
Worms: Open Warfare,True,1,True,True,"Action,Strategy",True,THQ,True,70,0.12,17.95,Sony PSP,T,True,2006,9.12,9.55,9.12,2,8.68,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,8.25,8.25,8.25,1,8.25
Eragon,True,4,True,True,Action,True,Unknown,True,59,0.11,14.95,Sony PSP,E,True,2006,8.83,12.7,8.0,11,5.58,11.67,13.92,10.0,6,9.42,0.0,0.0,0.0,0,0.0,5.43,6.35,6.0,5,4.23
Metal Slug Anthology,True,4,True,True,Action,True,Unknown,True,73,0.11,16.95,Nintendo Wii,T,True,2006,7.48,11.12,7.0,15,5.28,8.5,9.25,8.5,2,7.75,11.0,13.0,11.0,2,9.0,6.67,10.17,6.0,11,4.83
Open Season,True,4,True,True,Action,True,Ubisoft,True,59,0.11,14.95,X360,E,True,2006,5.47,7.3,3.75,8,3.43,7.62,9.02,8.5,4,5.77,2.25,2.25,2.25,1,2.25,3.67,3.78,3.5,3,3.53
Tom Clancy's Splinter Cell: Double Agent,True,2,True,True,Action,True,Ubisoft,True,61,0.11,17.95,Nintendo Wii,T,True,2006,12.42,35.85,11.0,76,8.85,17.37,37.17,11.33,9,11.22,11.93,19.25,11.0,27,8.73,11.62,15.65,11.0,40,9.65
Avatar: The Last Airbender,True,1,True,True,Action,True,THQ,True,57,0.11,17.95,Sony PSP,E,True,2006,4.75,6.43,5.0,11,2.6,4.07,6.02,4.0,5,2.18,0.0,0.0,0.0,0,0.0,5.33,6.58,6.0,6,3.5
Lemmings,True,1,True,True,Strategy,True,Sony,True,76,0.11,17.95,Sony PSP,E,True,2006,20.43,25.98,20.8,10,16.3,13.6,13.6,13.6,1,13.6,22.08,26.45,21.0,4,18.27,20.47,23.02,21.62,5,16.52
Mega Man Powered Up,True,1,True,True,Action,True,Capcom,True,82,0.11,16.95,Sony PSP,E,True,2006,5.63,7.83,5.75,6,3.53,0.0,0.0,0.0,0,0.0,8.5,9.12,8.0,3,7.87,2.78,3.43,3.0,3,2.13
College Hoops 2K6,True,1,True,True,Sports,True,2K,True,70,0.11,6.95,X360,E,True,2006,1.55,1.78,1.57,3,1.33,1.55,1.78,1.57,3,1.33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Dynasty Warriors 5: Empires,True,2,True,True,"Action,Role-Playing (RPG),Strategy",True,Unknown,True,61,0.1,14.95,X360,T,True,2006,34.32,79.27,22.78,10,21.12,42.93,83.23,30.0,7,25.73,0.0,0.0,0.0,0,0.0,14.22,14.55,14.0,3,13.9
Magical Starsign,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,69,0.1,9.95,Nintendo DS,E,True,2006,28.97,34.12,28.78,21,24.9,34.0,34.0,34.0,1,34.0,32.18,35.73,32.0,6,29.03,27.22,30.98,25.83,14,23.73
Resident Evil: Deadly Silence,True,1,True,True,Action,True,Capcom,True,71,0.1,17.95,Nintendo DS,E,True,2006,6.9,9.77,6.17,18,4.88,10.28,11.63,10.28,2,8.93,7.58,8.5,6.0,5,6.28,5.98,6.98,6.0,11,4.62
X-Men: The Official Game,True,1,True,True,Action,True,Activision,True,50,0.1,14.95,Nintendo DS,E,True,2006,11.88,14.18,12.07,8,9.95,11.32,12.13,12.25,3,10.48,12.07,14.18,11.88,3,9.95,12.5,13.25,12.5,2,11.75
Cabela's African Safari,True,1,True,True,Sports,True,Activision,True,53,0.1,17.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Cabela's Alaskan Adventures,True,1,True,True,Sports,True,Activision,True,48,0.1,17.95,X360,E,True,2006,20.0,20.0,20.0,1,20.0,20.0,20.0,20.0,1,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,0.09,19.95,PlayStation 3,E,True,2006,20.6,22.65,20.0,5,19.15,0.0,0.0,0.0,0,0.0,19.0,19.5,19.0,3,18.5,23.0,24.0,23.0,2,22.0
Eragon,True,2,True,True,Action,True,Unknown,True,48,0.09,12.95,X360,T,True,2006,8.83,12.7,8.0,11,5.58,11.67,13.92,10.0,6,9.42,0.0,0.0,0.0,0,0.0,5.43,6.35,6.0,5,4.23
LostMagic,True,1,True,True,"Action,Role-Playing (RPG)",True,Ubisoft,True,68,0.09,14.95,Nintendo DS,T,True,2006,13.28,20.07,12.0,6,7.93,13.55,19.62,9.93,3,7.5,13.02,13.02,13.02,1,13.02,13.0,14.0,13.0,2,12.0
Magnetica,True,1,True,True,"Action,Strategy",True,Nintendo,True,68,0.09,17.95,Nintendo DS,T,True,2006,9.93,9.93,9.93,1,9.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.93,9.93,9.93,1,9.93
Def Jam Fight for NY: The Takeover,True,1,True,True,Action,True,EA,True,79,0.09,17.95,Sony PSP,T,True,2006,5.13,5.57,5.15,4,4.68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.13,5.57,5.15,4,4.68
NASCAR 07,True,1,True,True,"Racing / Driving,Simulation",True,EA,True,66,0.09,24.95,Sony PSP,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Ant Bully,True,1,True,True,Action,True,Midway,True,45,0.09,16.95,Nintendo Wii,T,True,2006,3.57,3.57,3.57,1,3.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.57,3.57,3.57,1,3.57
Just Cause,True,1,True,True,"Action,Racing / Driving",True,Eidos,True,73,0.09,16.95,X360,E,True,2006,14.62,31.15,10.0,88,8.02,29.5,39.37,28.0,15,24.32,19.95,25.98,20.0,19,14.52,8.6,13.18,8.12,54,6.03
Onechanbara: Bikini Samurai Squad,True,1,True,True,Action,True,Unknown,True,39,0.09,19.95,X360,E,True,2006,16.98,28.27,7.83,8,8.1,44.12,44.12,44.12,1,44.12,31.63,34.95,31.63,2,28.32,5.7,7.63,5.0,5,4.57
Phantasy Star Universe,True,1,True,True,Role-Playing (RPG),True,Sega,True,64,0.09,24.95,X360,E,True,2006,35.13,47.02,28.93,13,25.02,55.5,58.75,55.5,2,52.25,34.5,45.37,29.0,6,28.53,27.73,34.13,26.82,5,22.63
Project Sylpheed: Arc of Deception,True,1,True,True,Action,True,"Microsoft,SquareEnix",True,64,0.09,14.95,X360,T,True,2006,7.65,15.12,4.83,10,4.92,0.0,0.0,0.0,0,0.0,15.0,19.5,15.0,2,10.5,5.8,8.67,4.0,8,4.25
Winning Eleven: Pro Evolution Soccer 2007,True,6,True,True,Sports,True,Konami,True,80,0.08,11.95,X360,E,True,2006,37.0,50.5,37.0,2,23.5,64.0,64.0,64.0,1,64.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Kororinpa: Marble Mania,True,2,True,True,"Action,Strategy",True,Nintendo,True,69,0.08,17.95,Nintendo Wii,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Digimon World DS,True,1,True,True,Role-Playing (RPG),True,Namco,True,49,0.08,27.95,Nintendo DS,E,True,2006,30.65,36.8,32.12,8,22.1,37.0,37.0,37.0,1,37.0,36.17,39.47,37.23,4,32.35,21.18,24.42,25.0,3,17.95
Justice League Heroes,True,1,True,True,Action,True,Unknown,True,43,0.08,17.95,Nintendo DS,E,True,2006,10.37,14.38,5.0,3,6.33,21.1,21.1,21.1,1,21.1,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,2,5.0
Innocent Life: A Futuristic Harvest Moon,True,1,True,True,"Role-Playing (RPG),Simulation,Strategy",True,Unknown,True,67,0.08,17.95,Sony PSP,E,True,2006,33.73,33.73,33.73,1,33.73,0.0,0.0,0.0,0,0.0,33.73,33.73,33.73,1,33.73,0.0,0.0,0.0,0,0.0
Power Stone Collection,True,1,True,True,Action,True,Capcom,True,74,0.08,14.95,Sony PSP,M,True,2006,8.37,8.37,8.37,1,8.37,0.0,0.0,0.0,0,0.0,8.37,8.37,8.37,1,8.37,0.0,0.0,0.0,0,0.0
EA Replay,True,4,True,True,"Action,Role-Playing (RPG),Simulation,Sports,Strategy",True,EA,True,56,0.07,14.95,Sony PSP,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Open Season,True,4,True,True,Action,True,Ubisoft,True,49,0.07,17.95,Nintendo Wii,M,True,2006,5.47,7.3,3.75,8,3.43,7.62,9.02,8.5,4,5.77,2.25,2.25,2.25,1,2.25,3.67,3.78,3.5,3,3.53
Samurai Warriors 2,True,4,True,True,Action,True,Unknown,True,52,0.07,14.95,X360,M,True,2006,46.18,53.42,47.5,8,38.42,53.37,55.87,50.12,3,50.87,44.85,47.63,44.38,4,42.3,30.0,30.0,30.0,1,30.0
Far Cry: Vengeance,True,2,True,True,Action,True,Ubisoft,True,38,0.07,16.95,Nintendo Wii,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Import Tuner Challenge,True,2,True,True,Racing / Driving,True,Ubisoft,True,54,0.07,17.95,X360,E,True,2006,34.67,38.42,39.0,3,30.92,40.0,40.0,40.0,1,40.0,39.0,39.0,39.0,1,39.0,25.0,25.0,25.0,1,25.0
Contact,True,1,True,True,"Adventure,Role-Playing (RPG)",True,Unknown,True,73,0.07,14.95,Nintendo DS,E,True,2006,15.6,21.03,14.58,20,11.03,21.38,23.03,21.77,5,18.87,21.38,23.63,19.18,3,19.13,11.75,13.57,11.73,12,9.35
Touch Detective,True,1,True,True,Adventure,True,Unknown,True,60,0.07,14.95,Nintendo DS,T,True,2006,6.9,8.75,6.13,11,5.58,8.35,9.58,8.0,3,7.12,7.5,7.75,7.5,2,7.25,5.98,6.98,6.0,6,5.32
FIFA Street 2,True,1,True,True,Sports,True,EA,True,58,0.07,17.95,Sony PSP,T,True,2006,25.72,33.92,20.0,6,20.92,31.78,38.03,30.37,3,25.53,20.0,20.0,20.0,1,20.0,19.5,19.75,19.5,2,19.25
007: From Russia with Love,True,1,True,True,"Action,Racing / Driving",True,EA,True,61,0.07,17.95,Sony PSP,T,True,2006,6.38,6.72,6.5,11,5.88,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0,6.33,6.65,6.27,10,5.82
PaRappa the Rapper,True,1,True,True,Action,True,Sony,True,67,0.07,12.95,Sony PSP,T,True,2006,1.7,3.77,1.42,21,1.1,3.3,3.3,3.3,1,3.3,4.5,5.25,4.5,2,3.75,1.3,1.85,1.12,18,0.93
Riviera: The Promised Land,True,1,True,True,Role-Playing (RPG),True,Unknown,True,68,0.07,17.95,Sony PSP,M,True,2006,24.32,28.3,24.27,28,21.07,0.0,0.0,0.0,0,0.0,24.68,27.67,24.0,11,22.17,24.1,28.32,24.53,17,21.08
Samurai Warriors: State of War,True,1,True,True,Action,True,Unknown,True,64,0.07,17.95,Sony PSP,E,True,2006,10.5,10.5,10.5,1,10.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.5,10.5,10.5,1,10.5
Viewtiful Joe: Red Hot Rumble,True,1,True,True,Action,True,Capcom,True,63,0.07,14.95,Sony PSP,E,True,2006,10.57,13.62,9.9,3,7.52,0.0,0.0,0.0,0,0.0,13.45,15.22,13.45,2,11.67,4.8,4.8,4.8,1,4.8
Ice Age 2: The Meltdown,True,1,True,True,Action,True,Unknown,True,66,0.07,17.95,Nintendo Wii,E,True,2006,9.25,11.93,8.5,4,6.93,0.0,0.0,0.0,0,0.0,13.5,14.25,13.5,2,12.75,5.0,5.0,5.0,2,5.0
Rumble Roses XX,True,4,True,True,"Action,Sports",True,Konami,True,62,0.06,17.95,X360,E,True,2006,119.25,158.8,126.0,4,76.3,127.0,168.25,156.0,3,85.75,96.0,96.0,96.0,1,96.0,0.0,0.0,0.0,0,0.0
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,72,0.06,16.95,Nintendo DS,T,True,2006,15.3,27.05,12.88,11,9.4,17.23,18.88,18.33,5,15.33,24.0,32.0,24.0,2,16.0,8.55,9.57,9.75,4,6.92
