Region,Month,Day,Year,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet
Salt Lake,2,25,2010,Skier,Surface Hoar,12.0,18000.0,Northwest,9700.0
Salt Lake,2,25,2010,Unknown,Surface Hoar,20.0,600.0,West,9200.0
Salt Lake,2,25,2010,Skier,New Snow,8.0,600.0,Southeast,10000.0
Salt Lake,2,26,2010,Skier,Surface Hoar,20.0,9600.0,East,10200.0
Salt Lake,2,26,2010,Snowboarder,Surface Hoar,24.0,1800.0,Northeast,9500.0
Logan,2,22,2010,Skier,Surface Hoar,12.0,1200.0,Northwest,8200.0
Ogden,2,26,2010,Skier,Surface Hoar,18.0,21000.0,North,7500.0
Logan,2,26,2010,Snowboarder,Surface Hoar,12.0,600.0,East,8100.0
Uintas,2,27,2010,Snowmobiler,Unknown,24.0,2100.0,East,10200.0
Uintas,2,27,2010,Skier,Depth Hoar,30.0,3600.0,East,10800.0
Salt Lake,2,27,2010,Skier,Surface Hoar,14.0,4800.0,Northeast,8800.0
Salt Lake,2,27,2010,Skier,Unknown,12.0,600.0,North,9600.0
Logan,2,28,2010,Natural,Unknown,12.0,1200.0,East,6500.0
Provo,3,1,2010,Skier,Surface Hoar,18.0,6000.0,Northeast,9500.0
Salt Lake,3,1,2010,Natural,Unknown,8.0,7200.0,Southeast,9700.0
Uintas,2,28,2010,Snowmobiler,Surface Hoar,12.0,1800.0,Northeast,10500.0
Uintas,2,28,2010,Snowmobiler,Surface Hoar,10.0,2400.0,North,10600.0
Salt Lake,3,1,2010,Skier,Surface Hoar,30.0,6000.0,Southwest,9200.0
Salt Lake,3,3,2010,Skier,Surface Hoar,24.0,4800.0,Northwest,9200.0
Logan,3,3,2010,Natural,Unknown,12.0,12000.0,North,6700.0
Salt Lake,2,27,2010,Skier,Unknown,24.0,2400.0,North,9900.0
Salt Lake,2,27,2010,Skier,Unknown,12.0,4800.0,East,10000.0
Moab,2,20,2010,Unknown,New Snow,36.0,18000.0,Northeast,11600.0
Logan,3,5,2010,Skier,Surface Hoar,14.0,3600.0,North,8200.0
Salt Lake,3,5,2010,Unknown,Depth Hoar,24.0,960.0,Northeast,8800.0
Salt Lake,3,5,2010,Skier,Facets,24.0,1500.0,Northwest,9000.0
Salt Lake,3,5,2010,Skier,Surface Hoar,20.0,10800.0,Northeast,8900.0
Uintas,3,6,2010,Skier,Surface Hoar,14.0,1800.0,North,10000.0
Salt Lake,3,6,2010,Skier,Density Change,8.0,3600.0,North,9700.0
Salt Lake,3,6,2010,Skier,Density Change,10.0,720.0,Northeast,10000.0
Logan,3,5,2010,Natural,Unknown,12.0,10800.0,Southwest,5700.0
Salt Lake,3,6,2010,Unknown,Unknown,12.0,2400.0,Northeast,10400.0
Salt Lake,3,6,2010,Skier,New Snow/Old Snow Interface,16.0,3600.0,Northeast,10200.0
Salt Lake,3,7,2010,Skier,Surface Hoar,18.0,2400.0,Northwest,7800.0
Salt Lake,3,7,2010,Skier,Facets,12.0,1800.0,North,10000.0
Uintas,3,7,2010,Natural,Unknown,24.0,10800.0,Southwest,10400.0
Salt Lake,3,7,2010,Skier,Surface Hoar,18.0,480.0,Northwest,8800.0
Provo,3,7,2010,Skier,Facets,12.0,960.0,Northeast,8500.0
Salt Lake,3,8,2010,Skier,Density Change,12.0,2400.0,North,9300.0
Uintas,3,7,2010,Skier,Surface Hoar,12.0,2400.0,North,9600.0
Ogden,3,6,2010,Unknown,Unknown,10.0,12000.0,Unknown,9000.0
Ogden,3,6,2010,Skier,Unknown,12.0,6000.0,Northeast,9000.0
Uintas,3,8,2010,Snowmobiler,Depth Hoar,30.0,1200.0,Northeast,10000.0
Logan,3,10,2010,Skier,Facets,36.0,15000.0,West,9100.0
Salt Lake,3,9,2010,Natural,Surface Hoar,24.0,7200.0,Northeast,9400.0
Salt Lake,3,12,2010,Snowboarder,Unknown,24.0,4800.0,Northeast,10200.0
Provo,3,9,2010,Snowmobiler,Unknown,30.0,6000.0,Southwest,10700.0
Salt Lake,3,14,2010,Natural,Facets,36.0,36000.0,North,9800.0
Salt Lake,3,14,2010,Natural,Unknown,84.0,12000.0,Northeast,9900.0
Uintas,3,14,2010,Snowmobiler,Surface Hoar,22.0,2400.0,Northeast,10100.0
Provo,3,17,2010,Natural,Depth Hoar,48.0,39000.0,East,10200.0
Skyline,3,17,2010,Natural,Unknown,30.0,65543.2410577395,East,1118.2737529343
Salt Lake,3,17,2010,Natural,Unknown,18.0,3000.0,Northeast,8900.0
Logan,3,27,2010,Snowboarder,New Snow/Old Snow Interface,12.0,1800.0,Northeast,8900.0
Salt Lake,3,31,2010,Skier,New Snow,8.0,9600.0,North,10200.0
Salt Lake,3,31,2010,Skier,New Snow,8.0,6000.0,North,10000.0
Salt Lake,3,31,2010,Natural,New Snow/Old Snow Interface,12.0,12000.0,North,9800.0
Logan,4,1,2010,Skier,Unknown,16.0,10800.0,North,8900.0
Salt Lake,4,2,2010,Skier,Density Change,12.0,4800.0,Northeast,10000.0
Salt Lake,4,2,2010,Skier,Density Change,20.0,4800.0,North,10300.0
Salt Lake,4,2,2010,Skier,Density Change,18.0,2400.0,North,9300.0
Salt Lake,4,3,2010,Unknown,New Snow/Old Snow Interface,8.0,7200.0,Northeast,9600.0
Salt Lake,4,3,2010,Skier,Unknown,12.0,1500.0,Southeast,9200.0
Provo,4,3,2010,Natural,Unknown,24.0,12000.0,Northeast,10800.0
Logan,4,3,2010,Skier,Facets,18.0,24000.0,North,8800.0
Logan,4,3,2010,Unknown,Facets,36.0,15000.0,North,9000.0
Logan,4,3,2010,Natural,Unknown,48.0,24000.0,East,8500.0
Ogden,4,4,2010,Snowmobiler,Unknown,96.0,12000.0,East,9100.0
Salt Lake,4,6,2010,Natural,New Snow/Old Snow Interface,12.0,10800.0,East,8300.0
Uintas,4,6,2010,Natural,Unknown,42.0,4800.0,North,10600.0
Salt Lake,4,6,2010,Unknown,Facets,36.0,8400.0,East,9800.0
Uintas,4,6,2010,Natural,Depth Hoar,36.0,7200.0,Northwest,10000.0
Ogden,4,10,2010,Snowmobiler,Depth Hoar,30.0,6000.0,East,10400.0
Ogden,12,11,2004,Unknown,Unknown,48.0,9600.0,Northeast,9000.0
Salt Lake,12,11,2004,Unknown,Facets,30.0,9600.0,Northeast,9000.0
Logan,1,1,2005,Skier,Density Change,12.0,18000.0,Northeast,8600.0
Salt Lake,1,14,2005,Snowboarder,Facets,72.0,12000.0,Northeast,9800.0
Ogden,3,31,2005,Snowmobiler,Facets,48.0,4800.0,Northeast,9000.0
Salt Lake,12,3,2005,Skier,Facets,20.0,15000.0,Northeast,9700.0
Ogden,3,11,2006,Snowboarder,Density Change,12.0,12000.0,Northwest,8900.0
Salt Lake,4,3,2006,Snowboarder,Unknown,15.0,6000.0,North,10100.0
Salt Lake,12,3,2006,Skier,Facets,24.0,7200.0,North,9900.0
Uintas,2,17,2007,Snowmobiler,Unknown,36.0,3000.0,East,9700.0
Salt Lake,2,21,2007,Skier,Facets,20.0,7200.0,Northeast,10000.0
Logan,2,27,2007,Skier,Unknown,24.0,1200.0,Northeast,8400.0
Salt Lake,12,13,2007,Snowboarder,Facets,18.0,8400.0,Northwest,10200.0
Salt Lake,12,13,2007,Snowboarder,Unknown,30.0,4800.0,Northwest,10200.0
Logan,4,28,2008,Snowboarder,Unknown,6.0,2400.0,Northeast,8200.0
Salt Lake,12,14,2008,Skier,Facets,20.0,4800.0,North,9700.0
Salt Lake,12,16,2008,Snowmobiler,Facets,18.0,6000.0,Northeast,10400.0
Logan,12,24,2008,Snowmobiler,Depth Hoar,54.0,8400.0,East,9600.0
Salt Lake,12,26,2008,Skier,Facets,48.0,4800.0,Northeast,9200.0
Salt Lake,5,24,2010,Skier,Unknown,15.0,10800.0,Southeast,10000.0
Salt Lake,11,11,2010,Natural,Unknown,12.0,3600.0,Northwest,10500.0
Provo,11,15,2010,Skier,Density Change,14.0,1800.0,Southwest,10300.0
Salt Lake,11,20,2010,Skier,Facets,18.0,8400.0,North,10500.0
Salt Lake,11,21,2010,Skier,New Snow/Old Snow Interface,10.0,2400.0,North,9800.0
Salt Lake,11,21,2010,Skier,Graupel,12.0,2400.0,Northeast,9200.0
Salt Lake,11,21,2010,Skier,New Snow/Old Snow Interface,18.0,1500.0,Northeast,9400.0
Salt Lake,11,22,2010,Skier,Unknown,60.0,7200.0,Northeast,10500.0
Salt Lake,11,28,2010,Skier,New Snow,8.0,5400.0,North,10100.0
Salt Lake,11,29,2010,Natural,Ground Interface,12.0,240.0,Southeast,5100.0
Salt Lake,11,29,2010,Skier,New Snow/Old Snow Interface,10.0,12000.0,East,10500.0
Salt Lake,11,29,2010,Unknown,New Snow/Old Snow Interface,8.0,3600.0,North,10200.0
Uintas,12,3,2010,Unknown,Unknown,30.0,4200.0,Northeast,10500.0
Salt Lake,12,7,2010,Skier,Unknown,10.0,2400.0,North,10300.0
Uintas,12,7,2010,Natural,Density Change,14.0,49924.4881556048,East,1504.7824039817
Uintas,12,8,2010,Unknown,Facets,36.0,9600.0,North,10500.0
Salt Lake,12,10,2010,Unknown,New Snow/Old Snow Interface,8.0,2400.0,South,8000.0
Logan,12,10,2010,Snowboarder,New Snow,8.0,360.0,North,8200.0
Provo,12,12,2010,Natural,Graupel,12.0,2400.0,East,9000.0
Salt Lake,12,12,2010,Natural,Unknown,10.0,4800.0,Southeast,10200.0
Logan,12,17,2010,Snowboarder,New Snow/Old Snow Interface,10.0,4800.0,North,8800.0
Logan,12,18,2010,Skier,New Snow/Old Snow Interface,12.0,3600.0,East,9200.0
Salt Lake,12,18,2010,Skier,New Snow,7.0,9600.0,West,10400.0
Salt Lake,12,19,2010,Skier,Unknown,12.0,9600.0,North,10000.0
Uintas,12,19,2010,Natural,Density Change,14.0,480.0,Northeast,9800.0
Logan,12,19,2010,Unknown,New Snow/Old Snow Interface,12.0,600.0,West,7100.0
Salt Lake,12,19,2010,Skier,Unknown,18.0,3600.0,Northeast,10100.0
Uintas,12,19,2010,Skier,New Snow/Old Snow Interface,18.0,2400.0,West,9000.0
Salt Lake,12,21,2010,Natural,Unknown,10.0,600.0,North,9500.0
Logan,12,20,2010,Unknown,Unknown,24.0,2400.0,Northeast,8800.0
Salt Lake,12,22,2010,Skier,New Snow/Old Snow Interface,12.0,1800.0,South,9500.0
Salt Lake,12,22,2010,Natural,Density Change,8.0,6000.0,Northeast,9900.0
Salt Lake,12,22,2010,Natural,Density Change,8.0,4200.0,Northeast,9300.0
Uintas,12,22,2010,Natural,Density Change,36.0,1200.0,North,10000.0
Skyline,12,22,2010,Natural,Density Change,36.0,15000.0,North,10000.0
Ogden,12,22,2010,Natural,New Snow/Old Snow Interface,9.0,2100.0,East,8100.0
Salt Lake,12,25,2010,Skier,New Snow/Old Snow Interface,10.0,3600.0,Northeast,10400.0
Moab,12,23,2010,Natural,Facets,48.0,9600.0,Northwest,11600.0
Provo,12,22,2010,Natural,New Snow/Old Snow Interface,12.0,18000.0,Northeast,9400.0
Salt Lake,12,27,2010,Skier,New Snow,10.0,1200.0,Northeast,10500.0
Uintas,12,26,2010,Natural,Facets,36.0,9600.0,Northwest,11000.0
Uintas,12,26,2010,Natural,Density Change,36.0,8400.0,North,11000.0
Salt Lake,12,29,2010,Natural,Density Change,18.0,3600.0,Northeast,9700.0
Logan,12,29,2010,Skier,Surface Hoar,12.0,3600.0,North,8700.0
Salt Lake,12,29,2010,Skier,Unknown,20.0,4800.0,Northeast,10400.0
Salt Lake,12,29,2010,Skier,Density Change,36.0,3000.0,East,9700.0
Salt Lake,12,30,2010,Skier,Density Change,10.0,600.0,Southeast,8900.0
Logan,12,29,2010,Natural,Unknown,18.0,3000.0,East,8200.0
Salt Lake,12,31,2010,Snowboarder,Unknown,24.0,1800.0,South,9400.0
Logan,12,31,2010,Snowboarder,Density Change,8.0,840.0,East,8200.0
Provo,1,1,2011,Skier,Facets,24.0,18000.0,South,8300.0
Salt Lake,1,1,2011,Unknown,New Snow/Old Snow Interface,9.0,4800.0,North,9800.0
Ogden,12,29,2010,Natural,New Snow/Old Snow Interface,24.0,36000.0,Southeast,8100.0
Provo,1,2,2011,Skier,Density Change,12.0,6000.0,Southeast,8000.0
Uintas,1,1,2011,Unknown,New Snow/Old Snow Interface,12.0,240.0,Northeast,7100.0
Salt Lake,1,6,2011,Natural,New Snow,7.0,12000.0,Southwest,9900.0
Uintas,1,5,2011,Natural,Facets,30.0,7200.0,Northeast,11000.0
Logan,1,11,2011,Skier,Facets,12.0,600.0,East,7600.0
Moab,1,11,2011,Natural,Unknown,24.0,1200.0,North,12200.0
Ogden,12,30,2010,Natural,Unknown,24.0,30000.0,Northeast,9000.0
Provo,1,12,2011,Skier,Surface Hoar,7.0,3600.0,North,8700.0
Logan,1,13,2011,Skier,Surface Hoar,"12.0""",480.0,Northeast,7600.0
Logan,1,14,2011,Skier,New Snow/Old Snow Interface,10.0,1200.0,Northeast,7400.0
Salt Lake,1,14,2011,Snowboarder,New Snow/Old Snow Interface,6.0,1800.0,East,10400.0
Salt Lake,1,14,2011,Skier,Facets,6.0,2400.0,Northeast,9400.0
Salt Lake,1,14,2011,Skier,Surface Hoar,6.0,3000.0,North,9100.0
Salt Lake,1,14,2011,Skier,Facets,7.0,600.0,North,8600.0
Logan,1,14,2011,Natural,New Snow/Old Snow Interface,18.0,4975.1841660556,East,24245.7435308196
Ogden,1,15,2011,Skier,Surface Hoar,14.0,3600.0,Northeast,8000.0
Salt Lake,1,16,2011,Skier,Density Change,12.0,720.0,North,9000.0
Salt Lake,1,15,2011,Skier,Surface Hoar,6.0,840.0,North,9100.0
Salt Lake,1,17,2011,Natural,Facets,10.0,1800.0,Southwest,9800.0
Provo,1,17,2011,Natural,Unknown,10.0,4800.0,Northwest,6000.0
Moab,12,31,2010,Natural,Surface Hoar,24.0,2400.0,Northeast,10600.0
Uintas,1,17,2011,Natural,Surface Hoar,12.0,9600.0,East,11000.0
Salt Lake,1,19,2011,Unknown,New Snow/Old Snow Interface,12.0,3600.0,East,8400.0
Salt Lake,1,22,2011,Natural,Unknown,16.0,4800.0,Northeast,10400.0
Salt Lake,1,22,2011,Skier,New Snow/Old Snow Interface,12.0,1200.0,North,8500.0
Provo,1,23,2011,Snowmobiler,Surface Hoar,24.0,3600.0,Northeast,9800.0
Salt Lake,1,24,2011,Skier,Surface Hoar,18.0,9600.0,East,10200.0
Uintas,1,22,2011,Snowmobiler,Surface Hoar,18.0,4800.0,North,10500.0
Uintas,1,23,2011,Snowmobiler,Surface Hoar,66.0,6000.0,North,9900.0
Uintas,1,23,2011,Snowmobiler,Unknown,30.0,3600.0,Northeast,9900.0
Salt Lake,1,26,2011,Skier,Density Change,12.0,21000.0,Southeast,10100.0
Uintas,1,23,2011,Snowmobiler,Surface Hoar,20.0,3000.0,Northwest,10200.0
Uintas,1,23,2011,Snowmobiler,Surface Hoar,18.0,3000.0,North,10200.0
Provo,1,28,2011,Skier,Surface Hoar,18.0,9600.0,East,9600.0
Provo,1,27,2011,Skier,Surface Hoar,24.0,12000.0,Northeast,9600.0
Salt Lake,1,30,2011,Skier,Unknown,8.0,1200.0,North,9000.0
Skyline,1,29,2011,Snowmobiler,Unknown,12.0,3600.0,East,10400.0
Salt Lake,2,1,2011,Skier,New Snow/Old Snow Interface,12.0,3000.0,Northeast,9200.0
Salt Lake,2,3,2011,Skier,New Snow/Old Snow Interface,30.0,5400.0,East,10300.0
Salt Lake,2,3,2011,Skier,New Snow/Old Snow Interface,18.0,2400.0,North,10000.0
Skyline,2,3,2011,Natural,New Snow/Old Snow Interface,24.0,7200.0,East,9300.0
Salt Lake,2,5,2011,Skier,Facets,9.0,1800.0,Northeast,9500.0
Salt Lake,2,6,2011,Skier,Unknown,14.0,3000.0,Southeast,10300.0
Salt Lake,2,5,2011,Skier,Unknown,10.0,9600.0,North,8400.0
Logan,2,7,2011,Snowmobiler,Surface Hoar,24.0,960.0,Northeast,7400.0
Salt Lake,2,8,2011,Natural,Graupel,12.0,120.0,Northeast,9800.0
Provo,2,8,2011,Snowmobiler,Unknown,24.0,6000.0,East,9500.0
Logan,2,8,2011,Natural,Unknown,24.0,2400.0,East,9400.0
Logan,2,10,2011,Snowboarder,Density Change,16.0,480.0,East,8600.0
Salt Lake,2,14,2011,Skier,Unknown,18.0,120.0,North,9800.0
Salt Lake,2,14,2011,Skier,New Snow/Old Snow Interface,15.0,480.0,North,9500.0
Uintas,2,18,2011,Natural,Facets,36.0,7200.0,North,10400.0
Uintas,2,17,2011,Snowmobiler,Surface Hoar,36.0,7200.0,Northeast,10200.0
Salt Lake,2,19,2011,Skier,Unknown,12.0,3600.0,Northwest,10000.0
Salt Lake,2,20,2011,Skier,New Snow,15.0,2400.0,Northeast,10000.0
Provo,2,20,2011,Explosive,Density Change,36.0,7200.0,Northeast,8400.0
Salt Lake,2,20,2011,Natural,New Snow,30.0,3000.0,North,8500.0
Moab,2,19,2011,Skier,Facets,18.0,240.0,Northwest,9500.0
Salt Lake,2,20,2011,Natural,Unknown,24.0,3600.0,Unknown,7800.0
Logan,2,21,2011,Skier,New Snow/Old Snow Interface,14.0,480.0,Northwest,7400.0
Uintas,2,20,2011,Natural,Surface Hoar,30.0,3600.0,North,10200.0
Provo,2,20,2011,Skier,Facets,48.0,6000.0,Northwest,7400.0
Salt Lake,2,20,2011,Natural,Unknown,48.0,9600.0,North,10000.0
Salt Lake,2,23,2011,Explosive,Graupel,42.0,18000.0,Northwest,10300.0
Uintas,2,24,2011,Natural,New Snow/Old Snow Interface,36.0,4800.0,Northeast,10200.0
Salt Lake,2,28,2011,Snowboarder,New Snow,8.0,2400.0,Northwest,10200.0
Logan,2,26,2011,Natural,New Snow/Old Snow Interface,24.0,6000.0,Northeast,9100.0
Uintas,2,26,2011,Natural,Surface Hoar,36.0,4800.0,East,10500.0
Ogden,2,27,2011,Natural,Surface Hoar,60.0,36000.0,Northeast,8200.0
Salt Lake,2,28,2011,Unknown,Unknown,2.0,2100.0,North,9600.0
Logan,2,28,2011,Natural,Unknown,42.0,18000.0,North,9000.0
Logan,2,26,2011,Unknown,Unknown,48.0,6000.0,Northeast,9400.0
Salt Lake,3,2,2011,Skier,New Snow/Old Snow Interface,3.0,3600.0,Northeast,9700.0
Salt Lake,3,2,2011,Natural,Unknown,42.0,4800.0,Northeast,10400.0
Salt Lake,3,3,2011,Skier,New Snow,10.0,2100.0,Northeast,10100.0
Logan,3,6,2011,Skier,New Snow/Old Snow Interface,12.0,4200.0,Southeast,7700.0
Salt Lake,3,7,2011,Skier,New Snow/Old Snow Interface,16.0,15000.0,Southwest,9300.0
Ogden,3,6,2011,Natural,Unknown,48.0,30000.0,Southeast,9100.0
Ogden,3,5,2011,Skier,Surface Hoar,36.0,9600.0,Northwest,9200.0
Salt Lake,3,8,2011,Unknown,Ground Interface,16.0,1080.0,West,5100.0
Provo,3,7,2011,Natural,Unknown,60.0,6000.0,North,10600.0
Salt Lake,3,8,2011,Unknown,New Snow/Old Snow Interface,2.0,7200.0,Northeast,9100.0
Salt Lake,3,9,2011,Skier,New Snow/Old Snow Interface,24.0,2400.0,North,9800.0
Salt Lake,3,9,2011,Skier,Density Change,16.0,8400.0,Northeast,10700.0
Salt Lake,3,8,2011,Skier,Surface Hoar,18.0,3600.0,East,9100.0
Ogden,3,10,2011,Skier,New Snow/Old Snow Interface,12.0,12000.0,East,7400.0
Logan,3,10,2011,Snowboarder,Unknown,12.0,1200.0,North,9200.0
Uintas,3,9,2011,Snowmobiler,Surface Hoar,30.0,3000.0,West,9200.0
Salt Lake,3,11,2011,Skier,Unknown,8.0,4200.0,Northwest,7200.0
Logan,3,12,2011,Natural,Unknown,54.0,8400.0,West,8400.0
Salt Lake,3,13,2011,Skier,Density Change,10.0,9600.0,Northeast,10400.0
Ogden,3,11,2011,Natural,Unknown,36.0,2400.0,North,9700.0
Logan,3,16,2011,Skier,New Snow/Old Snow Interface,12.0,4800.0,North,9200.0
Logan,3,16,2011,Natural,Unknown,36.0,21000.0,East,8500.0
Salt Lake,3,18,2011,Skier,Density Change,6.0,1200.0,East,9900.0
Salt Lake,3,18,2011,Unknown,Unknown,16.0,1200.0,Northeast,9600.0
Uintas,3,17,2011,Natural,New Snow/Old Snow Interface,20.0,7200.0,Northeast,10500.0
Salt Lake,3,16,2011,Natural,Surface Hoar,72.0,6000.0,Northeast,10700.0
Salt Lake,3,19,2011,Natural,Unknown,10.0,1200.0,North,9000.0
Salt Lake,3,20,2011,Skier,New Snow/Old Snow Interface,7.0,480.0,North,10100.0
Salt Lake,3,20,2011,Snowboarder,New Snow/Old Snow Interface,10.0,1200.0,Northeast,10100.0
Salt Lake,3,20,2011,Skier,Density Change,12.0,2400.0,North,10000.0
Salt Lake,3,20,2011,Skier,New Snow,6.0,360.0,Northeast,8300.0
Salt Lake,3,22,2011,Skier,Density Change,10.0,7200.0,Northeast,10400.0
Provo,3,22,2011,Natural,Density Change,24.0,12000.0,Northeast,9900.0
Logan,3,22,2011,Natural,Surface Hoar,42.0,9600.0,North,9200.0
Salt Lake,3,22,2011,Skier,New Snow/Old Snow Interface,12.0,6000.0,North,10700.0
Provo,3,22,2011,Unknown,New Snow/Old Snow Interface,16.0,3600.0,Northeast,9500.0
Salt Lake,3,21,2011,Natural,Facets,48.0,15000.0,North,9700.0
Logan,3,22,2011,Natural,Facets,96.0,9600.0,North,9600.0
Logan,3,22,2011,Natural,New Snow/Old Snow Interface,36.0,7200.0,Northeast,9000.0
Logan,3,22,2011,Natural,Unknown,42.0,7200.0,Northeast,9300.0
Salt Lake,3,25,2011,Skier,New Snow/Old Snow Interface,6.0,360.0,North,9700.0
Ogden,3,25,2011,Skier,Surface Hoar,30.0,480.0,North,8100.0
Salt Lake,3,24,2011,Snowmobiler,Unknown,12.0,2400.0,East,8300.0
Salt Lake,3,25,2011,Natural,Unknown,60.0,15000.0,East,9400.0
Salt Lake,3,26,2011,Skier,New Snow,9.0,2400.0,East,9000.0
Salt Lake,3,26,2011,Snowboarder,New Snow/Old Snow Interface,5.0,9600.0,South,8900.0
Salt Lake,3,27,2011,Skier,Unknown,10.0,1800.0,East,9800.0
Provo,3,27,2011,Natural,Unknown,2.0,4800.0,East,9900.0
Provo,3,28,2011,Natural,Unknown,72.0,48000.0,Northeast,10800.0
Salt Lake,3,29,2011,Natural,New Snow/Old Snow Interface,24.0,12000.0,Southeast,10100.0
Logan,3,29,2011,Skier,New Snow/Old Snow Interface,12.0,2400.0,West,7500.0
Provo,3,27,2011,Natural,Facets,72.0,36000.0,Northeast,11200.0
Ogden,3,29,2011,Snowmobiler,New Snow,15.0,4800.0,East,9200.0
Salt Lake,3,29,2011,Skier,New Snow/Old Snow Interface,16.0,7200.0,West,10300.0
Logan,3,31,2011,Natural,Unknown,18.0,12000.0,Southeast,9300.0
Logan,3,31,2011,Natural,Unknown,30.0,7200.0,East,9500.0
Uintas,4,1,2011,Natural,Unknown,10.0,7200.0,East,11300.0
Salt Lake,4,4,2011,Unknown,Ground Interface,48.0,360.0,East,9000.0
Provo,4,4,2011,Natural,Density Change,12.0,12000.0,Southeast,10000.0
Salt Lake,4,6,2011,Skier,New Snow/Old Snow Interface,4.0,6000.0,Southeast,10000.0
Salt Lake,4,8,2011,Skier,Density Change,6.0,9600.0,East,9800.0
Salt Lake,4,8,2011,Skier,New Snow/Old Snow Interface,8.0,3600.0,North,7900.0
Salt Lake,4,8,2011,Skier,New Snow/Old Snow Interface,12.0,1200.0,Northeast,9400.0
Salt Lake,4,10,2011,Skier,New Snow,10.0,7200.0,Northeast,10500.0
Logan,4,10,2011,Natural,New Snow/Old Snow Interface,6.0,6000.0,East,9300.0
Logan,4,10,2011,Snowmobiler,New Snow/Old Snow Interface,6.0,6000.0,East,9300.0
Logan,4,10,2011,Unknown,New Snow/Old Snow Interface,5.0,1200.0,East,8700.0
Logan,4,10,2011,Natural,Facets,24.0,12000.0,Southeast,7800.0
Logan,4,11,2011,Unknown,New Snow/Old Snow Interface,16.0,1500.0,East,9300.0
Provo,4,9,2011,Natural,Unknown,36.0,36000.0,North,10600.0
Salt Lake,4,14,2011,Skier,New Snow/Old Snow Interface,12.0,3600.0,North,9700.0
Salt Lake,4,14,2011,Skier,Density Change,15.0,8400.0,Southeast,10400.0
Salt Lake,4,14,2011,Skier,New Snow,6.0,1200.0,Northeast,9800.0
Salt Lake,4,16,2011,Snowboarder,New Snow/Old Snow Interface,12.0,7200.0,North,8700.0
Logan,4,18,2011,Skier,Unknown,10.0,3600.0,East,7600.0
Salt Lake,4,19,2011,Unknown,Unknown,60.0,9600.0,Northeast,9200.0
Salt Lake,4,19,2011,Skier,New Snow/Old Snow Interface,10.0,5400.0,Northeast,10000.0
Salt Lake,4,19,2011,Skier,New Snow/Old Snow Interface,12.0,6000.0,North,10200.0
Salt Lake,4,18,2011,Snowshoer,Unknown,12.0,2400.0,East,9200.0
Salt Lake,4,19,2011,Skier,New Snow/Old Snow Interface,10.0,4200.0,West,10200.0
Salt Lake,4,21,2011,Snowboarder,Unknown,8.0,3600.0,Southeast,9600.0
Salt Lake,4,22,2011,Skier,New Snow/Old Snow Interface,8.0,3000.0,Southeast,8500.0
Salt Lake,4,22,2011,Skier,Graupel,12.0,3000.0,East,10100.0
Salt Lake,4,22,2011,Natural,Facets,48.0,9600.0,East,10000.0
Logan,4,18,2011,Natural,New Snow/Old Snow Interface,12.0,12000.0,East,8400.0
Salt Lake,4,22,2011,Skier,New Snow/Old Snow Interface,10.0,7200.0,North,10200.0
Salt Lake,4,26,2011,Skier,New Snow,6.0,2400.0,North,9700.0
Salt Lake,4,27,2011,Snowboarder,Surface Hoar,1.0,3600.0,Northeast,9300.0
Salt Lake,4,27,2011,Skier,New Snow/Old Snow Interface,6.0,18000.0,Northeast,10400.0
Salt Lake,4,27,2011,Skier,New Snow/Old Snow Interface,18.0,30000.0,South,10200.0
Provo,4,27,2011,Skier,New Snow/Old Snow Interface,12.0,21000.0,East,11300.0
Logan,4,30,2011,Skier,New Snow/Old Snow Interface,6.0,2400.0,North,7800.0
Ogden,5,11,2011,Natural,Unknown,42.0,27000.0,East,9400.0
Salt Lake,5,17,2011,Skier,New Snow/Old Snow Interface,9.0,360.0,Northwest,10000.0
Salt Lake,5,20,2011,Skier,New Snow/Old Snow Interface,8.0,4800.0,East,9600.0
Salt Lake,6,2,2011,Skier,Unknown,6.0,5400.0,South,9500.0
Salt Lake,11,6,2011,Skier,Unknown,12.0,600.0,Northeast,10000.0
Salt Lake,11,7,2011,Skier,Facets,8.0,600.0,Northeast,9800.0
Salt Lake,11,12,2011,Snowboarder,Facets,12.0,2400.0,Northeast,9200.0
Logan,11,12,2011,Natural,Facets,12.0,3000.0,North,8500.0
Salt Lake,11,13,2011,Skier,Ground Interface,16.0,4800.0,Northeast,10400.0
Salt Lake,11,13,2011,Skier,Facets,20.0,6000.0,North,10000.0
Salt Lake,11,13,2011,Skier,Unknown,18.0,2400.0,East,10000.0
Salt Lake,11,13,2011,Skier,Unknown,12.0,1800.0,North,9700.0
Salt Lake,11,12,2011,Skier,Unknown,12.0,720.0,North,10500.0
Salt Lake,11,13,2011,Skier,Facets,30.0,360.0,North,10400.0
Salt Lake,11,13,2011,Snowboarder,Depth Hoar,16.0,9600.0,Northwest,10300.0
Salt Lake,11,13,2011,Skier,Unknown,22.0,4800.0,North,10200.0
Salt Lake,11,12,2011,Skier,Ground Interface,6.0,960.0,Northeast,9200.0
Salt Lake,11,13,2011,Skier,Unknown,20.0,6000.0,Northwest,9600.0
Salt Lake,11,13,2011,Natural,Unknown,14.0,9600.0,Northeast,10000.0
Logan,11,14,2011,Natural,Facets,24.0,2400.0,North,8800.0
