Date,Region,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet,__annotations
2011-04-22,Salt Lake,Skier,Graupel,12,3000.0,East,10100.0,No Annotation
2011-04-22,Salt Lake,Natural,Facets,48,9600.0,East,10000.0,No Annotation
2011-04-18,Logan,Natural,New Snow/Old Snow Interface,12,12000.0,East,8400.0,No Annotation
2011-04-22,Salt Lake,Skier,New Snow/Old Snow Interface,10,7200.0,North,10200.0,No Annotation
2011-04-26,Salt Lake,Skier,New Snow,6,2400.0,North,9700.0,No Annotation
2011-04-27,Salt Lake,Snowboarder,Surface Hoar,1,3600.0,Northeast,9300.0,No Annotation
2011-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,6,18000.0,Northeast,10400.0,No Annotation
2011-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,18,30000.0,South,10200.0,No Annotation
2011-04-27,Provo,Skier,New Snow/Old Snow Interface,12,21000.0,East,11300.0,No Annotation
2011-04-30,Logan,Skier,New Snow/Old Snow Interface,6,2400.0,North,7800.0,No Annotation
2011-05-11,Ogden,Natural,Unknown,42,27000.0,East,9400.0,No Annotation
2011-05-17,Salt Lake,Skier,New Snow/Old Snow Interface,9,360.0,Northwest,10000.0,No Annotation
2011-05-20,Salt Lake,Skier,New Snow/Old Snow Interface,8,4800.0,East,9600.0,No Annotation
2011-06-02,Salt Lake,Skier,Unknown,6,5400.0,South,9500.0,No Annotation
2011-11-06,Salt Lake,Skier,Unknown,12,600.0,Northeast,10000.0,No Annotation
2011-11-07,Salt Lake,Skier,Facets,8,600.0,Northeast,9800.0,No Annotation
2011-11-12,Salt Lake,Snowboarder,Facets,12,2400.0,Northeast,9200.0,No Annotation
2011-11-12,Logan,Natural,Facets,12,3000.0,North,8500.0,No Annotation
2011-11-13,Salt Lake,Skier,Ground Interface,16,4800.0,Northeast,10400.0,No Annotation
2011-11-13,Salt Lake,Skier,Facets,20,6000.0,North,10000.0,No Annotation
2011-11-13,Salt Lake,Skier,Unknown,18,2400.0,East,10000.0,No Annotation
2011-11-13,Salt Lake,Skier,Unknown,12,1800.0,North,9700.0,No Annotation
2011-11-12,Salt Lake,Skier,Unknown,12,720.0,North,10500.0,No Annotation
2011-11-13,Salt Lake,Skier,Facets,30,360.0,North,10400.0,No Annotation
2011-11-13,Salt Lake,Snowboarder,Depth Hoar,16,9600.0,Northwest,10300.0,No Annotation
2011-11-13,Salt Lake,Skier,Unknown,22,4800.0,North,10200.0,No Annotation
2011-11-12,Salt Lake,Skier,Ground Interface,6,960.0,Northeast,9200.0,No Annotation
2011-11-13,Salt Lake,Skier,Unknown,20,6000.0,Northwest,9600.0,No Annotation
2011-11-13,Salt Lake,Natural,Unknown,14,9600.0,Northeast,10000.0,No Annotation
2011-11-14,Logan,Natural,Facets,24,2400.0,North,8800.0,No Annotation
2011-11-14,Salt Lake,Natural,Unknown,12,9600.0,Northeast,10000.0,No Annotation
2011-11-13,Salt Lake,Unknown,Facets,20,3000.0,East,10200.0,No Annotation
2011-11-13,Salt Lake,Natural,Facets,18,6000.0,North,10000.0,No Annotation
2011-11-20,Salt Lake,Skier,Facets,36,8400.0,Northwest,10100.0,No Annotation
2011-11-20,Salt Lake,Skier,Ground Interface,42,960.0,North,9600.0,No Annotation
2011-11-25,Salt Lake,Unknown,Unknown,24,3000.0,North,10100.0,No Annotation
2011-12-16,Moab,Natural,Facets,9,7200.0,Northeast,11200.0,No Annotation
2011-12-17,Salt Lake,Skier,Surface Hoar,8,2400.0,North,10400.0,No Annotation
2011-12-17,Salt Lake,Skier,Facets,6,1500.0,Northeast,9800.0,No Annotation
2011-12-22,Salt Lake,Skier,Facets,12,1080.0,East,10000.0,No Annotation
2011-12-22,Salt Lake,Natural,Facets,18,8400.0,Northeast,10000.0,No Annotation
2011-12-23,Salt Lake,Skier,Surface Hoar,10,4200.0,Northeast,10500.0,No Annotation
2011-12-26,Salt Lake,Skier,Unknown,9,2100.0,North,9400.0,No Annotation
2011-12-26,Salt Lake,Skier,Facets,8,2100.0,Northeast,10200.0,No Annotation
2011-12-26,Salt Lake,Skier,Facets,4,1800.0,North,10300.0,No Annotation
2011-12-31,Salt Lake,Skier,Unknown,15,9600.0,Northeast,10000.0,No Annotation
2011-12-31,Salt Lake,Snowboarder,Unknown,8,3000.0,Northeast,9500.0,No Annotation
2012-01-01,Logan,Skier,Facets,14,3000.0,East,8400.0,No Annotation
2011-12-31,Salt Lake,Natural,Depth Hoar,12,6000.0,North,10000.0,No Annotation
2012-01-02,Salt Lake,Skier,Unknown,12,8400.0,Northeast,9200.0,No Annotation
2011-12-31,Ogden,Natural,Facets,6,1200.0,Northeast,8300.0,No Annotation
2012-01-02,Salt Lake,Skier,Facets,10,4200.0,North,10800.0,No Annotation
2012-01-03,Salt Lake,Natural,Unknown,12,6000.0,North,9400.0,No Annotation
2012-01-08,Salt Lake,Skier,New Snow,8,2400.0,East,9600.0,No Annotation
2012-01-03,Provo,Skier,Unknown,12,3600.0,East,10000.0,No Annotation
2012-01-09,Provo,Skier,New Snow/Old Snow Interface,14,6000.0,East,10000.0,No Annotation
2012-01-11,Salt Lake,Skier,Facets,18,3000.0,Northeast,10300.0,No Annotation
2012-01-09,Salt Lake,Natural,Unknown,8,4800.0,Northeast,9700.0,No Annotation
2012-01-02,Salt Lake,Unknown,Unknown,24,4800.0,Northeast,9700.0,No Annotation
2012-01-15,Salt Lake,Skier,Unknown,4,840.0,North,9300.0,No Annotation
2012-01-17,Ogden,Skier,Facets,36,4800.0,Northeast,9800.0,No Annotation
2012-01-18,Logan,Skier,Unknown,12,6000.0,East,8900.0,No Annotation
2012-01-19,Salt Lake,Natural,New Snow,6,8400.0,North,9800.0,No Annotation
2012-01-19,Salt Lake,Skier,Facets,15,2400.0,North,9800.0,No Annotation
2012-01-19,Salt Lake,Skier,Depth Hoar,18,360.0,East,9600.0,No Annotation
2012-01-19,Salt Lake,Natural,Facets,8,3600.0,East,10200.0,No Annotation
2012-01-19,Logan,Natural,Facets,12,1800.0,West,6900.0,No Annotation
2012-01-19,Salt Lake,Skier,Unknown,14,10800.0,Northeast,9800.0,No Annotation
2012-01-19,Salt Lake,Skier,Facets,7,7200.0,Northeast,10000.0,No Annotation
2012-01-19,Salt Lake,Skier,Facets,22,10800.0,East,10300.0,No Annotation
2012-01-19,Salt Lake,Skier,Unknown,12,4200.0,West,8800.0,No Annotation
2012-01-20,Salt Lake,Unknown,Depth Hoar,36,6000.0,East,10200.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,42,8400.0,Northeast,10000.0,No Annotation
2012-01-20,Salt Lake,Snowboarder,Depth Hoar,42,3600.0,Northeast,9500.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,13,1200.0,Northeast,9000.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,12,720.0,Northwest,8700.0,No Annotation
2012-01-20,Skyline,Skier,Facets,30,1800.0,East,9500.0,No Annotation
2012-01-20,Logan,Skier,Unknown,24,600.0,Northeast,8600.0,No Annotation
2012-01-20,Salt Lake,Unknown,Facets,14,2400.0,Northwest,9100.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,16,8400.0,North,10100.0,No Annotation
2012-01-19,Salt Lake,Natural,Facets,16,6000.0,North,9900.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,24,12000.0,Northeast,9700.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,14,4800.0,Southeast,9600.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,12,4800.0,East,10200.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,20,4800.0,East,9700.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,16,8400.0,North,10000.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,16,4200.0,West,10100.0,No Annotation
2012-01-19,Salt Lake,Unknown,Facets,12,7200.0,Northeast,9300.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,14,2400.0,Northwest,9200.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,18,9600.0,Northeast,9100.0,No Annotation
2012-01-20,Salt Lake,Skier,Facets,16,9600.0,Northeast,8800.0,No Annotation
2012-01-21,Logan,Skier,Depth Hoar,24,1080.0,Northeast,8500.0,No Annotation
2012-01-20,Logan,Unknown,Depth Hoar,24,4200.0,Northeast,8600.0,No Annotation
2012-01-21,Salt Lake,Unknown,New Snow/Old Snow Interface,15,2400.0,West,9600.0,No Annotation
2012-01-21,Salt Lake,Skier,Unknown,20,4800.0,North,8500.0,No Annotation
2012-01-21,Salt Lake,Skier,Unknown,18,360.0,Northeast,8200.0,No Annotation
2012-01-20,Ogden,Skier,Facets,30,360.0,East,7400.0,No Annotation
2012-01-22,Salt Lake,Snowboarder,Unknown,60,7200.0,North,10200.0,No Annotation
2012-01-22,Provo,Skier,Depth Hoar,30,4800.0,Northeast,9100.0,No Annotation
2012-01-21,Uintas,Natural,Unknown,30,720.0,Northeast,10100.0,No Annotation
2012-01-22,Ogden,Natural,New Snow,36,1800.0,Northeast,7500.0,No Annotation
2012-01-21,Logan,Snowboarder,Depth Hoar,36,1800.0,Northeast,8500.0,No Annotation
2012-01-22,Provo,Skier,Facets,36,4800.0,Northeast,9100.0,No Annotation
2012-01-20,SE Idaho,Snowmobiler,New Snow/Old Snow Interface,30,1800.0,East,8000.0,No Annotation
2012-01-23,Salt Lake,Skier,Facets,48,10800.0,Northeast,10100.0,No Annotation
2012-01-22,Salt Lake,Skier,Facets,30,1200.0,Northeast,8400.0,No Annotation
2012-01-23,Salt Lake,Unknown,Unknown,30,1200.0,Northeast,8100.0,No Annotation
2012-01-24,Salt Lake,Skier,Facets,24,600.0,North,8500.0,No Annotation
2012-01-24,Salt Lake,Unknown,Facets,36,8400.0,East,9600.0,No Annotation
2012-01-24,Ogden,Snowmobiler,Ground Interface,84,7200.0,Unknown,9000.0,No Annotation
2012-01-26,Skyline,Natural,Depth Hoar,14,600.0,Northwest,8800.0,No Annotation
2012-01-26,Skyline,Natural,Facets,14,600.0,Northwest,8200.0,No Annotation
2012-01-27,Salt Lake,Unknown,Facets,36,7200.0,East,9600.0,No Annotation
2012-01-27,Salt Lake,Skier,New Snow/Old Snow Interface,12,8400.0,Southeast,10200.0,No Annotation
2012-01-27,Salt Lake,Skier,Depth Hoar,36,9600.0,North,10100.0,No Annotation
2012-01-27,Skyline,Skier,New Snow/Old Snow Interface,30,1200.0,East,9200.0,No Annotation
2012-01-25,Uintas,Snowmobiler,Depth Hoar,36,2400.0,East,10200.0,No Annotation
2012-01-28,Salt Lake,Snowboarder,Facets,30,30000.0,West,10200.0,No Annotation
2012-01-29,Salt Lake,Skier,Facets,24,6000.0,Northeast,10300.0,No Annotation
2012-01-28,Uintas,Skier,Depth Hoar,36,4800.0,North,10400.0,No Annotation
2012-01-29,Salt Lake,Skier,Facets,42,9600.0,East,10600.0,No Annotation
2012-01-29,Salt Lake,Skier,Facets,18,5400.0,West,9700.0,No Annotation
2012-01-29,Skyline,Unknown,Depth Hoar,36,2400.0,North,10000.0,No Annotation
2012-02-03,SE Idaho,Snowboarder,Unknown,18,1200.0,North,7900.0,No Annotation
2012-02-04,Salt Lake,Snowmobiler,Facets,48,8400.0,North,10600.0,No Annotation
2012-02-12,Salt Lake,Unknown,Facets,7,1800.0,North,10000.0,No Annotation
2012-02-12,Salt Lake,Natural,Unknown,8,4800.0,East,9700.0,No Annotation
2012-02-13,Salt Lake,Unknown,New Snow,14,4200.0,East,9100.0,No Annotation
2012-02-12,Provo,Natural,New Snow/Old Snow Interface,9,9600.0,Northeast,10000.0,No Annotation
2012-02-12,Salt Lake,Natural,Density Change,12,10800.0,Northeast,10100.0,No Annotation
2012-02-15,Logan,Natural,New Snow/Old Snow Interface,10,6000.0,Northeast,9500.0,No Annotation
2012-02-13,Salt Lake,Natural,Unknown,24,15000.0,North,10700.0,No Annotation
2012-02-16,Uintas,Snowmobiler,Depth Hoar,36,4800.0,North,9900.0,No Annotation
2012-02-19,Salt Lake,Natural,New Snow/Old Snow Interface,2,480.0,South,9600.0,No Annotation
2012-02-19,Provo,Natural,New Snow,6,12000.0,East,10400.0,No Annotation
2012-02-19,Provo,Snowmobiler,Facets,12,5400.0,Southeast,9500.0,No Annotation
2012-02-20,Salt Lake,Skier,Surface Hoar,10,2400.0,North,9800.0,No Annotation
2012-02-20,Salt Lake,Explosive,Depth Hoar,30,7200.0,Northeast,9600.0,No Annotation
2012-02-18,Uintas,Snowmobiler,Depth Hoar,30,1800.0,Southwest,10300.0,No Annotation
2012-02-21,Salt Lake,Skier,Density Change,5,4200.0,Northeast,9700.0,No Annotation
2012-02-20,Salt Lake,Skier,New Snow/Old Snow Interface,8,1200.0,Southeast,9400.0,No Annotation
2012-02-22,Logan,Snowmobiler,Surface Hoar,36,6000.0,Northeast,9000.0,No Annotation
2012-02-23,Salt Lake,Skier,Unknown,18,9600.0,Northeast,10100.0,No Annotation
2012-02-22,Logan,Snowmobiler,Facets,30,4200.0,East,8800.0,No Annotation
2012-02-22,Logan,Natural,Surface Hoar,24,1080.0,Southwest,7700.0,No Annotation
2012-02-24,Salt Lake,Explosive,Surface Hoar,48,24000.0,Northwest,10000.0,No Annotation
2012-02-24,Logan,Snowmobiler,Surface Hoar,24,2400.0,Northeast,9000.0,No Annotation
2012-02-24,Uintas,Skier,Depth Hoar,30,1200.0,East,10000.0,No Annotation
2012-02-24,Ogden,Snowmobiler,Facets,36,4200.0,Northeast,9000.0,No Annotation
2012-02-24,Salt Lake,Skier,New Snow/Old Snow Interface,1,4200.0,Southeast,9400.0,No Annotation
2012-02-24,Salt Lake,Snowmobiler,Surface Hoar,24,600.0,East,8800.0,No Annotation
2012-02-26,Salt Lake,Skier,Unknown,12,5400.0,South,10100.0,No Annotation
2012-02-25,Provo,Snowmobiler,Unknown,36,1200.0,Southwest,10400.0,No Annotation
2012-02-26,Salt Lake,Skier,Unknown,12,6000.0,East,10300.0,No Annotation
2012-02-25,Moab,Skier,Unknown,13,840.0,Northeast,10300.0,No Annotation
2012-02-25,Ogden,Natural,Unknown,20,960.0,Northeast,7800.0,No Annotation
2012-02-22,Logan,Snowmobiler,Surface Hoar,18,2400.0,Northeast,9000.0,No Annotation
2012-02-28,Salt Lake,Skier,New Snow/Old Snow Interface,8,7200.0,East,9500.0,No Annotation
2012-02-28,Salt Lake,Skier,New Snow/Old Snow Interface,18,8400.0,Southeast,10000.0,No Annotation
2012-02-28,Salt Lake,Skier,Unknown,30,2400.0,North,7700.0,No Annotation
2012-02-28,Salt Lake,Skier,Unknown,30,4800.0,Northeast,10000.0,No Annotation
2012-02-28,Salt Lake,Unknown,Unknown,10,2400.0,Northwest,9200.0,No Annotation
2012-02-29,Provo,Skier,Density Change,24,7200.0,Northeast,9200.0,No Annotation
2012-03-01,Salt Lake,Explosive,Unknown,36,2400.0,Northwest,10000.0,No Annotation
2012-03-01,Salt Lake,Unknown,Unknown,24,2400.0,Northwest,9200.0,No Annotation
2012-03-01,Salt Lake,Natural,Facets,36,10800.0,North,10000.0,No Annotation
2012-03-01,Salt Lake,Skier,New Snow,24,3000.0,Northeast,10000.0,No Annotation
2012-03-01,Salt Lake,Skier,Facets,24,5400.0,Northeast,8900.0,No Annotation
2012-03-02,Salt Lake,Skier,Unknown,18,9600.0,Southeast,9000.0,No Annotation
2012-03-02,Salt Lake,Natural,Unknown,30,12000.0,Northeast,10400.0,No Annotation
2012-03-02,Logan,Skier,Depth Hoar,42,8400.0,Northeast,9000.0,No Annotation
2012-03-02,Uintas,Snowboarder,New Snow/Old Snow Interface,30,4800.0,East,10400.0,No Annotation
2012-03-02,Uintas,Natural,New Snow,10,8400.0,North,10300.0,No Annotation
2012-03-02,Uintas,Natural,Unknown,30,3600.0,East,9700.0,No Annotation
2012-03-02,Ogden,Snowmobiler,Facets,30,2400.0,North,8400.0,No Annotation
2012-03-02,Logan,Natural,Density Change,8,1500.0,North,7400.0,No Annotation
2012-03-02,Provo,Natural,Unknown,30,21000.0,East,10100.0,No Annotation
2012-03-03,Moab,Snowmobiler,Unknown,24,12000.0,Southeast,10200.0,No Annotation
2012-03-03,Salt Lake,Skier,Density Change,36,7200.0,East,9300.0,No Annotation
2012-03-03,Uintas,Snowmobiler,New Snow/Old Snow Interface,24,4200.0,East,9000.0,No Annotation
2012-03-03,Salt Lake,Unknown,Unknown,30,6000.0,Northeast,9500.0,No Annotation
2012-03-02,Ogden,Natural,Unknown,30,3600.0,North,8600.0,No Annotation
2012-03-03,Salt Lake,Skier,Unknown,24,7200.0,West,8600.0,No Annotation
2012-03-04,Salt Lake,Skier,New Snow/Old Snow Interface,24,12000.0,East,8100.0,No Annotation
2012-03-04,Provo,Snowmobiler,Ground Interface,48,12000.0,East,9700.0,No Annotation
2012-03-04,Salt Lake,Natural,Unknown,18,6000.0,Southeast,8600.0,No Annotation
2012-03-04,Logan,Unknown,Unknown,48,4800.0,Southeast,9400.0,No Annotation
2012-03-04,Salt Lake,Explosive,Unknown,30,12000.0,Southeast,10000.0,No Annotation
2012-03-04,Salt Lake,Unknown,Unknown,42,9600.0,South,10000.0,No Annotation
2012-03-04,Salt Lake,Explosive,Unknown,36,6000.0,West,9600.0,No Annotation
2012-03-04,Salt Lake,Unknown,Density Change,9,1200.0,Southeast,9200.0,No Annotation
2012-03-03,Salt Lake,Natural,New Snow/Old Snow Interface,14,2400.0,East,9100.0,No Annotation
2012-03-04,Provo,Natural,Unknown,48,36000.0,East,10800.0,No Annotation
2012-03-04,Salt Lake,Natural,Unknown,30,6000.0,South,9700.0,No Annotation
2012-03-04,Uintas,Snowmobiler,Depth Hoar,24,7200.0,East,9500.0,No Annotation
2012-03-04,Salt Lake,Natural,Unknown,24,6000.0,East,9000.0,No Annotation
2012-03-05,Logan,Natural,Unknown,24,24000.0,Southeast,8800.0,No Annotation
2012-03-02,Logan,Unknown,Depth Hoar,48,2400.0,East,8400.0,No Annotation
2012-03-05,Salt Lake,Natural,New Snow/Old Snow Interface,12,3600.0,East,9500.0,No Annotation
2012-03-04,Logan,Unknown,Unknown,24,6000.0,East,9500.0,No Annotation
2012-03-04,Uintas,Snowmobiler,Surface Hoar,24,1800.0,Northeast,10000.0,No Annotation
2012-03-04,Ogden,Natural,Facets,42,5400.0,Southeast,8800.0,No Annotation
2012-03-04,Salt Lake,Natural,Unknown,20,1800.0,Northeast,9400.0,No Annotation
2012-03-08,Logan,Snowmobiler,Depth Hoar,30,3000.0,East,9300.0,No Annotation
2012-03-08,Skyline,Natural,Depth Hoar,14,240.0,Northeast,8800.0,No Annotation
2012-03-08,Uintas,Snowmobiler,Facets,24,3000.0,Northeast,9800.0,No Annotation
2012-03-09,Salt Lake,Natural,Unknown,24,8400.0,West,10100.0,No Annotation
2012-03-12,Salt Lake,Natural,Unknown,10,2400.0,South,9600.0,No Annotation
2012-03-08,Logan,Snowmobiler,Unknown,48,5400.0,Northeast,9400.0,No Annotation
2012-03-15,Logan,Natural,Depth Hoar,36,3600.0,East,8600.0,No Annotation
2012-03-19,Logan,Skier,New Snow/Old Snow Interface,12,2100.0,Northeast,8000.0,No Annotation
2012-03-19,Salt Lake,Skier,Depth Hoar,36,21000.0,North,10200.0,No Annotation
2012-03-20,Salt Lake,Skier,Unknown,36,7200.0,Northeast,9400.0,No Annotation
2012-03-31,Skyline,Snowmobiler,Depth Hoar,42,3600.0,East,10300.0,No Annotation
2012-04-02,Ogden,Natural,Surface Hoar,20,7200.0,Northeast,8500.0,No Annotation
2012-04-13,Salt Lake,Unknown,New Snow,8,4800.0,East,9700.0,No Annotation
2012-04-13,Logan,Natural,New Snow/Old Snow Interface,10,7200.0,East,8600.0,No Annotation
2012-04-15,Salt Lake,Skier,New Snow/Old Snow Interface,10,6000.0,Northeast,10100.0,No Annotation
2012-04-16,Logan,Skier,New Snow/Old Snow Interface,6,5400.0,Northeast,8600.0,No Annotation
2012-04-17,Provo,Unknown,Unknown,12,4800.0,Northeast,9000.0,No Annotation
2012-04-21,Uintas,Natural,Density Change,24,12000.0,Northeast,11500.0,No Annotation
2012-04-29,Logan,Skier,New Snow/Old Snow Interface,6,5400.0,North,8700.0,No Annotation
2012-05-03,Provo,Unknown,Unknown,24,10800.0,Northeast,10200.0,No Annotation
2013-10-29,Salt Lake,Skier,Facets,10,3600.0,North,10100.0,No Annotation
2013-10-29,Salt Lake,Skier,Facets,10,3000.0,North,10000.0,No Annotation
2013-10-29,Salt Lake,Natural,Facets,12,4800.0,Northwest,10100.0,No Annotation
2013-11-06,Salt Lake,Skier,Facets,24,10800.0,North,10600.0,No Annotation
2013-11-16,Salt Lake,Skier,New Snow,8,3600.0,Northeast,10400.0,No Annotation
2013-11-17,Salt Lake,Skier,Depth Hoar,24,1200.0,North,10400.0,No Annotation
2013-11-17,Salt Lake,Skier,Ground Interface,48,1200.0,North,10000.0,No Annotation
2013-11-17,Salt Lake,Skier,Facets,2,2400.0,Northeast,10200.0,No Annotation
2013-11-16,Provo,Natural,Depth Hoar,12,12000.0,East,10600.0,No Annotation
2013-11-17,Uintas,Snowmobiler,Depth Hoar,24,3600.0,Northeast,10000.0,No Annotation
2013-11-22,Skyline,Natural,Facets,14,720.0,North,10100.0,No Annotation
2013-11-22,Uintas,Skier,Depth Hoar,30,1800.0,Northwest,9700.0,No Annotation
2013-11-23,Skyline,Natural,Facets,30,720.0,Northwest,10000.0,No Annotation
2013-11-24,Salt Lake,Unknown,Facets,18,6000.0,North,10000.0,No Annotation
2013-11-23,Moab,Natural,Depth Hoar,30,15000.0,Northwest,11300.0,No Annotation
2013-12-03,Salt Lake,Skier,New Snow/Old Snow Interface,8,240.0,North,9600.0,No Annotation
2013-12-03,Salt Lake,Skier,Facets,16,1800.0,Northeast,9400.0,No Annotation
2013-12-03,Salt Lake,Skier,New Snow/Old Snow Interface,12,3000.0,Northeast,9200.0,No Annotation
2013-12-03,Salt Lake,Skier,Density Change,4,3600.0,Northeast,9700.0,No Annotation
2013-12-03,Salt Lake,Skier,New Snow/Old Snow Interface,12,4800.0,Northwest,9800.0,No Annotation
2013-12-03,Salt Lake,Snow Bike,Ground Interface,6,360.0,Southwest,5100.0,No Annotation
2013-12-03,Salt Lake,Natural,Density Change,4,4800.0,Northeast,10200.0,No Annotation
2013-12-04,Salt Lake,Skier,Facets,24,9600.0,Northeast,10000.0,No Annotation
2013-12-04,Salt Lake,Natural,New Snow/Old Snow Interface,16,4800.0,Northeast,9800.0,No Annotation
2013-12-03,Uintas,Natural,Depth Hoar,36,3600.0,Northeast,10300.0,No Annotation
2013-12-05,Salt Lake,Skier,Density Change,6,480.0,North,9500.0,No Annotation
2013-12-05,Salt Lake,Skier,Density Change,8,2100.0,Northeast,10400.0,No Annotation
2013-12-07,Salt Lake,Skier,Density Change,6,4800.0,Northwest,10000.0,No Annotation
2013-12-07,Salt Lake,Skier,Density Change,6,3000.0,Southeast,10000.0,No Annotation
2013-12-07,Salt Lake,Natural,Unknown,8,5400.0,Northeast,10100.0,No Annotation
2013-12-08,Salt Lake,Skier,Depth Hoar,24,2400.0,Northwest,9900.0,No Annotation
2013-12-08,Salt Lake,Snowboarder,Facets,36,1800.0,Northwest,10000.0,No Annotation
2013-12-07,Moab,Natural,New Snow/Old Snow Interface,30,7200.0,Northwest,11900.0,No Annotation
2013-12-07,Moab,Natural,New Snow/Old Snow Interface,30,5400.0,Northeast,11900.0,No Annotation
2013-12-07,Moab,Natural,New Snow/Old Snow Interface,36,7200.0,Northeast,12000.0,No Annotation
2013-12-08,Salt Lake,Skier,Facets,18,4800.0,West,9900.0,No Annotation
2013-12-08,Salt Lake,Skier,New Snow/Old Snow Interface,15,4800.0,North,10100.0,No Annotation
2013-12-09,Salt Lake,Skier,Facets,24,1200.0,North,9200.0,No Annotation
2013-12-08,Salt Lake,Unknown,New Snow/Old Snow Interface,12,2400.0,Northeast,9800.0,No Annotation
2013-12-08,Salt Lake,Natural,New Snow/Old Snow Interface,13,1800.0,East,10400.0,No Annotation
2013-12-09,Salt Lake,Skier,Facets,2,3600.0,Northeast,10000.0,No Annotation
2013-12-09,Uintas,Natural,Facets,30,3600.0,North,10500.0,No Annotation
2013-12-08,Uintas,Snowmobiler,Facets,24,3000.0,Northeast,10300.0,No Annotation
2013-12-09,Uintas,Natural,Depth Hoar,30,3600.0,Southeast,10600.0,No Annotation
2013-12-11,Uintas,Skier,Facets,24,1500.0,Northeast,10100.0,No Annotation
2013-12-14,Salt Lake,Skier,Facets,12,1200.0,Northwest,9800.0,No Annotation
2013-12-15,Uintas,Snowmobiler,Depth Hoar,30,2400.0,Northeast,9800.0,No Annotation
2013-12-19,Salt Lake,Skier,Facets,12,6000.0,Northwest,10000.0,No Annotation
2013-12-21,Salt Lake,Skier,Unknown,24,1200.0,North,9700.0,No Annotation
2013-12-21,Uintas,Skier,Facets,30,1200.0,Northeast,10300.0,No Annotation
2013-12-20,Uintas,Snowmobiler,Facets,60,1500.0,North,9700.0,No Annotation
2013-12-22,Uintas,Natural,Facets,24,1800.0,East,9400.0,No Annotation
2013-12-24,Logan,Natural,Facets,24,3000.0,North,9000.0,No Annotation
2013-12-24,Uintas,Snowmobiler,Facets,36,2400.0,Northeast,10300.0,No Annotation
2013-12-24,Logan,Natural,Facets,36,9600.0,Northeast,9600.0,No Annotation
2013-12-25,Salt Lake,Skier,Facets,18,7200.0,Northwest,10000.0,No Annotation
2013-12-19,Provo,Natural,Depth Hoar,20,18000.0,East,10600.0,No Annotation
2013-12-19,Provo,Natural,Depth Hoar,20,8400.0,Northeast,10400.0,No Annotation
2013-12-21,Skyline,Natural,New Snow,24,960.0,Northeast,9800.0,No Annotation
2013-12-27,Uintas,Snowmobiler,Facets,48,7200.0,Northeast,10300.0,No Annotation
2013-12-27,Uintas,Snowmobiler,Facets,30,960.0,Northeast,10000.0,No Annotation
2013-12-25,Uintas,Snowmobiler,Depth Hoar,36,4800.0,Northeast,9900.0,No Annotation
2014-01-09,Salt Lake,Natural,Facets,12,600.0,East,9000.0,No Annotation
2014-01-11,Provo,Skier,Facets,18,24000.0,East,9100.0,No Annotation
2014-01-11,SE Idaho,Snowmobiler,Depth Hoar,48,7200.0,East,9200.0,No Annotation
2014-01-11,Logan,Natural,Facets,48,8400.0,East,9500.0,No Annotation
2014-01-12,Salt Lake,Skier,Depth Hoar,42,3600.0,Northeast,8900.0,No Annotation
2014-01-12,Logan,Natural,Facets,12,720.0,West,6800.0,No Annotation
2014-01-12,Uintas,Skier,Facets,36,9600.0,East,9400.0,No Annotation
2014-01-12,Moab,Skier,Facets,6,6000.0,East,10900.0,No Annotation
2014-01-10,Moab,Natural,New Snow,10,4800.0,Northeast,11200.0,No Annotation
2014-01-13,Logan,Skier,Facets,48,1800.0,East,8700.0,No Annotation
2014-01-13,Logan,Snowmobiler,Depth Hoar,48,9600.0,East,9600.0,No Annotation
2014-01-13,Logan,Natural,Facets,36,8400.0,East,9300.0,No Annotation
2014-01-13,Logan,Snowmobiler,Facets,36,10800.0,East,8900.0,No Annotation
2014-01-13,Logan,Snowmobiler,Facets,36,4800.0,East,8800.0,No Annotation
2014-01-14,Ogden,Snowmobiler,Facets,48,3600.0,East,10000.0,No Annotation
2014-01-13,Uintas,Natural,Depth Hoar,48,12000.0,Northeast,10400.0,No Annotation
2014-01-13,Uintas,Natural,Facets,42,9600.0,East,11900.0,No Annotation
2014-01-13,Uintas,Natural,Ground Interface,60,15000.0,East,10500.0,No Annotation
2014-01-15,Uintas,Explosive,Facets,120,15000.0,East,10300.0,No Annotation
2014-01-12,Skyline,Natural,Facets,24,7200.0,East,10800.0,No Annotation
2014-01-13,Skyline,Snowmobiler,Facets,48,2400.0,Northeast,10400.0,No Annotation
